 	ha	che	sono	usciti	</S>
è	0.9413311	0.0346861584	0.000715828353135	0.0071100081273	0.0161568485955
n	0.9309774	0.0394353408	0.00520264765313	0.00842312179397	0.0159614272621
a	0.629313993333	0.323195016933	0.0143137328844	0.0172029382647	0.0159742522307
g	0.222871334009	0.414232792444	0.0330297119615	0.314725778422	0.0151403275536
u	0.0742965783352	0.197192427615	0.291121699654	0.411343795141	0.0260454751845
ì	0.0247802407457	0.221826065872	0.497591926551	0.227346644047	0.0284550797282
k	0.0087335691819	0.266134268624	0.497315035517	0.193746188016	0.0340708782427
a	0.00337375693151	0.182107406708	0.595334921839	0.102383819339	0.116800051081
n	0.00112815502138	0.0718228554027	0.71382791728	0.047935373113	0.165285663694
e	0.000379621593448	0.0345953175042	0.524012860093	0.0281068820377	0.412905274565
</S>	0.000189814816206	0.0173278533071	0.276829411546	0.0179595175188	0.687693357283
