 	non	aveva	dove	aveva	per	stare	</S>
e	0.9279422	0.053040334	0.00298774965	0.000134259925	0.0010797863	0.000272009815	0.014543791855
n	0.883919333333	0.0978078573333	0.0110961030833	0.000390978168333	0.0015856858	0.000343544315	0.00485655907267
ì	0.541257946344	0.433464202444	0.0214959263611	0.000474609334778	0.00139898780567	0.000284920177933	0.00162340617152
c	0.198846325348	0.571122927481	0.0320533934537	0.0877379747069	0.0966703701409	0.00230785306558	0.0112611509868
h	0.083233616216	0.475087635827	0.130122657818	0.137237279236	0.13085806628	0.00328449534186	0.0401762676623
e	0.0282015991482	0.372923403942	0.393144705939	0.108013090745	0.0555816743267	0.00201194613395	0.0401235756208
p	0.00940289782627	0.158454213614	0.382695526646	0.142958766915	0.0669433174422	0.0201552747446	0.219389959607
u	0.00313630524898	0.0533492602713	0.149030020215	0.337036345638	0.143937055814	0.0311318889149	0.282379091036
ì	0.00104545528754	0.0198431550238	0.073745826405	0.517262055213	0.258453185271	0.018544559305	0.111105731512
c	0.00153227832751	0.0452062558413	0.0364589413017	0.527337575071	0.321693661757	0.0119903047683	0.0557809241707
h	0.00169454236175	0.0518236303171	0.0775275932672	0.352611773557	0.465900197252	0.00812591282277	0.0423162850569
e	0.000564855515456	0.0173108329988	0.0871110590557	0.121559645186	0.674109722417	0.0369715038409	0.0623723333523
n	0.000188310023238	0.00577526395637	0.0298818454852	0.043479587762	0.811746804139	0.056096105947	0.0528320871174
a	6.27953162199e-05	0.00193141407199	0.0107567503674	0.016377286854	0.64288342138	0.270781943316	0.0572064100391
s	2.13668903539e-05	0.000645990227697	0.00360200027547	0.00649311465133	0.535378943793	0.395850741105	0.0580078295797
t	1.0164083718e-05	0.000260275870066	0.174863812872	0.00388997201711	0.539975114598	0.253484917035	0.0275157547599
a	5.99522439107e-06	0.000131449695289	0.231951694008	0.00239167358237	0.297971438199	0.398711715678	0.0688360335866
t	2.03893374876e-06	4.4925108363e-05	0.0775831260037	0.000846887074123	0.1369826594	0.702557585226	0.0819827711955
ì	7.41313669587e-07	1.68748994543e-05	0.026123239348	0.000311251536708	0.0597967082333	0.560555523075	0.353195690399
</S>	4.02464764793e-07	9.78717272715e-06	0.0130647082691	0.000180832381354	0.0311392167667	0.300316483538	0.6552885952
