 	non	ho	dove	d	andare	</S>
e	0.951457115	0.0281852415	0.00179619255	0.00067401365	0.0031251762	0.0147621929456
n	0.798445615	0.1782288865	0.0152706058833	0.00114526525	0.00198621336667	0.0049233805669
è	0.428608854	0.542323762167	0.0253517849611	0.00104778352667	0.00102057639956	0.00164716920297
c	0.159700076	0.586709440722	0.028593857987	0.112749892352	0.0788708997439	0.033375757127
h	0.0635590815667	0.304297236907	0.101721726996	0.153778393784	0.106969785115	0.269673723709
o	0.0213517527363	0.137699249636	0.387439425665	0.0877972542613	0.0444601675717	0.32125215957
p	0.0071195317322	0.059185761512	0.405668750455	0.143870878087	0.209546253191	0.17460886819
u	0.00237387169984	0.020123632784	0.168100392052	0.305856892696	0.32992642773	0.173618796063
è	0.00079140523731	0.00789457264133	0.0922461633507	0.517079697565	0.24293138591	0.139056792021
n	0.000264164263593	0.00439752818044	0.0571026491169	0.602780049188	0.229900465303	0.10555513734
a	8.83479496698e-05	0.00226088778947	0.0408799047103	0.394067052229	0.383556238434	0.179147542447
p	2.9488472672e-05	0.000754192165713	0.0136598320539	0.143372166576	0.664300412811	0.177883909149
à	9.925091044e-06	0.000296152918471	0.0047247329638	0.066671956192	0.823917937604	0.104379324716
o	3.36491180069e-06	0.000143028733649	0.00174950827593	0.031052225314	0.605187435868	0.361864458239
</S>	1.68251466438e-06	7.15398230625e-05	0.000881172869965	0.015589666532	0.370917702934	0.612538229119
