 	sto	ancora	cucinando	</S>
s	0.99844828	0.00099271985	0.00012923298	0.00042977092815
t	0.99844437	0.00107083678333	0.000230794423333	0.000254016291483
e	0.686022688	0.301575554228	0.0115532579511	0.000848489610494
a	0.250884877333	0.714482964743	0.0327190849837	0.0019130750035
n	0.093778899111	0.844582568248	0.0597921883279	0.00184635161783
k	0.358330439704	0.584183702749	0.0562768361093	0.00120901598928
ò	0.438429961868	0.262413620916	0.205898988703	0.0932574298298
r	0.160471009256	0.298255433639	0.357676612901	0.18359695661
a	0.0673505693105	0.270141996546	0.421344287634	0.241163165537
m	0.0226498315287	0.215003224182	0.548262262545	0.214084704512
a	0.00774957652671	0.179649093427	0.516294454182	0.296306884171
r	0.00269121485272	0.149531756509	0.536271731394	0.311505300824
è	0.00100516871951	0.15660406017	0.665439500465	0.176951273041
o	0.000335133341717	0.0709160168567	0.506660672155	0.42208815768
n	0.000132602777183	0.0321202624189	0.530448236052	0.437298873893
t	9.60499357277e-05	0.0210773552396	0.718010478684	0.260816079298
a	6.29764281533e-05	0.00932922746787	0.505697486228	0.484910259766
</S>	3.14885784428e-05	0.00468472766594	0.320835408114	0.674448329883
