 	questa	canzone	venne	scritta	molti	anni	fa	da	un	nostro	poeta	</S>
t	0.979768425	0.000105465795	3.29015395e-06	0.0009656403555	1.6483339e-05	2.646694105e-05	8.667056685e-06	5.1040322015e-05	7.3682403725e-05	1.651637376e-05	0.009201982886	0.00976244982561
ù	0.993234358333	5.18794394067e-05	1.64310009852e-06	0.000323767123637	5.86769426854e-06	9.097484266e-06	2.94288025491e-06	1.71381951503e-05	2.45943375535e-05	5.60146874264e-06	0.00306901417449	0.00325416292457
s	0.995017786111	0.00139413830421	0.000320024223948	0.000382267322683	9.50923400247e-05	1.2808826638e-05	5.25653798821e-06	1.51239971854e-05	1.02454686796e-05	4.15129278969e-05	0.00143192897999	0.00127382835381
o	0.992471062037	0.0049565613014	0.000431152192983	0.000411904545894	0.000125700910242	1.46960930127e-05	6.04215230607e-06	1.45270776551e-05	5.48176638853e-06	5.34916254493e-05	0.000894496886997	0.000614892562703
t	0.993259854012	0.0053380892338	0.000222820272661	0.000548526173631	7.56360036473e-05	1.00547918042e-05	3.29758051202e-06	6.92994074503e-06	2.21017859151e-06	1.83420956334e-05	0.000307221309866	0.000207008890834
r	0.996618818004	0.0023677426156	0.000150562820554	0.000606138684544	6.05304312158e-05	8.13533346807e-06	2.39452077067e-06	4.39377641501e-06	1.10663954717e-06	6.62066833013e-06	0.000103282962639	7.02105088113e-05
a	0.665832799768	0.296933072276	0.0358113784132	0.000498440774848	0.000513124670405	0.000264660662023	2.04501174236e-05	2.30429360383e-05	4.70787889906e-06	5.32740956238e-06	5.8253986363e-05	3.46561176371e-05
v	0.259569413689	0.440559770759	0.0622623661377	0.204208288878	0.0033777576568	0.00131274240401	0.000569174423475	0.00153557309368	0.000755943913966	0.00141913602919	0.0238545868888	0.000575181613879
ù	0.123860077433	0.493097673586	0.0663871820459	0.272801252459	0.0041355162656	0.00144928636134	0.000761287863158	0.00203279050856	0.00101063254399	0.0018970885474	0.0318022121179	0.00076496680596
d	0.112977812014	0.466728797195	0.0541602330153	0.214274903653	0.00341232736853	0.000700985660447	0.000434025936386	0.00089466721352	0.00049946600733	0.00109425465347	0.018993769861	0.125828752903
i	0.10930011711	0.160171957398	0.249713226672	0.256464821218	0.0360046853562	0.00334448796682	0.000942011472129	0.000667148051173	0.00034317362911	0.00083009408449	0.014699467189	0.167518795344
ì	0.0364335800844	0.0757326691327	0.609325608891	0.154726032406	0.0541460621187	0.00600927572227	0.00172602595738	0.000489477817058	0.000199685609703	0.00034058481483	0.004983604265	0.0558873897213
r	0.0123237424208	0.0452210349776	0.500970371797	0.378385236135	0.0325733223729	0.00437056497409	0.00151676028579	0.000486899092353	0.000219731979901	0.000663250258277	0.002381383255	0.0208876879704
t	0.00461337759027	0.0157322498134	0.16949285637	0.763050778712	0.0285357934576	0.00456525165803	0.000806817228597	0.000762024364118	0.000211899919967	0.000758845176092	0.00145048713433	0.0100195836568
e	0.00186420240434	0.0052490215303	0.0764554843947	0.657750019571	0.209948259153	0.0402539335527	0.00240885264287	0.000924803471373	0.000153178253322	0.000305940878697	0.000498182648443	0.0041881039856
g	0.00063229407403	0.0017954756751	0.0460539599649	0.63474388319	0.260554757384	0.0499059978509	0.00294308632096	0.000724424223791	0.000133687684441	0.000305015022899	0.000700094803814	0.0015072733952
r	0.000231753303677	0.000912790038367	0.017680501155	0.810962064397	0.144392580128	0.0211045332836	0.00206506801365	0.00059322095793	0.000154437438147	0.0003822089343	0.000782846219938	0.000737918741733
a	8.73475367876e-05	0.000575407484489	0.00951693261833	0.565499314799	0.305379580043	0.110859448428	0.00619853767122	0.000790305285977	0.000166247039382	0.000232890792433	0.000289308358979	0.000404644143578
m	3.08468889244e-05	0.00019318250223	0.00513349242278	0.540946044933	0.307985920681	0.137595149543	0.00674711434374	0.000724608338659	0.000140929659794	0.000223683638478	0.000121969429993	0.000157124782193
m	0.265060396451	7.00745487767e-05	0.00173730090526	0.568894181644	0.111050014894	0.049856375581	0.00242176014125	0.000427253562886	8.50639519313e-05	0.000210053025159	6.56589006643e-05	0.000121974182064
è	0.353401875131	4.34522919256e-05	0.000798685416087	0.440566077215	0.169889585631	0.0315190248603	0.00265538485375	0.000557936994295	0.000150786665977	0.00024502990072	4.51895342214e-05	0.000127013380688
n	0.117800985284	3.03093745085e-05	0.000486992544696	0.600123192405	0.22816664521	0.0419953362868	0.00441866005125	0.00253934763143	0.00119379270533	0.00159742180024	8.40996747405e-05	0.00156319817356
o	0.0392673290293	1.03120324978e-05	0.000175041715899	0.464849897135	0.239799958403	0.237277802762	0.00935370021708	0.00374323704381	0.00153105392511	0.00189358856775	7.91094356802e-05	0.00201894071352
p	0.0131056207087	4.06121052757e-06	8.42786569663e-05	0.439058168712	0.229189904801	0.300774407587	0.011306193739	0.0029823821146	0.00091144027837	0.00129452009025	0.000466177679327	0.000822827103507
o	0.00438505127412	1.98776890252e-06	5.19274343221e-05	0.434410109571	0.310554846934	0.222337492529	0.0211632565797	0.0042265378382	0.000738060399457	0.00110246625808	0.000600912598109	0.000427342504502
d	0.00150674159926	3.01227312751e-06	3.23892401074e-05	0.32198670319	0.390821682311	0.244808820843	0.0294623808599	0.0073785462794	0.00114047222649	0.00216408244736	0.00038259705437	0.000312566568167
d	0.0734465616931	1.50928570425e-05	2.80625553691e-05	0.436453991063	0.238769414104	0.211082760281	0.02108115062	0.0113320384265	0.0022552042755	0.00273936024912	0.000710287168123	0.00208606449606
h	0.0973814561478	1.78572954808e-05	2.97340754564e-05	0.317685352354	0.300816041368	0.228119870094	0.0333472352067	0.0151291551422	0.00262482189183	0.00153819398304	0.000704888806041	0.00260537789869
ù	0.0324604983661	7.27573484027e-06	5.54981334855e-05	0.121160160551	0.395543863789	0.331587886698	0.0835920150689	0.0245413670474	0.00683558223061	0.00254236412768	0.000548638495347	0.00112482116623
c	0.0902403501888	0.00160789790016	0.00367513256783	0.282383831284	0.235846640263	0.271325276099	0.0782705947596	0.0216391036541	0.00749582923454	0.00262887287589	0.00161170344178	0.00327469568874
h	0.11305035573	0.00214145614785	0.00484852645302	0.380700880428	0.0994835737543	0.2973897959	0.0346175599899	0.046627461523	0.00834830656918	0.00124588460863	0.00305355914726	0.00849255822958
r	0.0412335089593	0.000714097739924	0.00161914587942	0.172354576149	0.0982169825848	0.471850498633	0.07926203533	0.105807783841	0.0161110825231	0.00211182758621	0.00269867074909	0.00801972484319
ò	0.0137445073989	0.000238161822916	0.000567841764473	0.0577532222563	0.105997400862	0.440516046211	0.190381168443	0.13156410128	0.044831371841	0.00696186096207	0.00314360651636	0.0043006507144
n	0.00458219091157	7.95466422553e-05	0.000214961304891	0.0244638662854	0.103339523621	0.44946656207	0.202593877481	0.127360940427	0.064573543947	0.0109525843207	0.00408193780545	0.00829042623813
