 	la	macchina	si	è	rotta	e	vuole	riparate	dal	meccanico	</S>
e	0.70347655	0.2344419058	0.000946848339	0.0002712028875	4.94234915e-05	0.0002895683735	0.000496673085	0.00573739835	0.00242524896	0.00703028946	0.0448348638473
m	0.47480865	0.274486625267	0.00302850814633	0.00163030029583	0.000620766447167	0.00163906900783	0.00349223972833	0.0775919891167	0.0400043656267	0.104310720793	0.0183867446806
à	0.230160464333	0.458620265089	0.00453052471544	0.00223160499861	0.000851529122389	0.00195441677928	0.00423041345111	0.0986917588856	0.0524470449436	0.13670496037	0.0095770215512
k	0.158554359111	0.650595821696	0.0154138552385	0.00508748169954	0.00489782224746	0.00196572466976	0.0026315347587	0.0336742105752	0.0178493130492	0.047664087729	0.0616658063414
i	0.129564648605	0.617852040565	0.0987095134128	0.0177236212332	0.0151674170825	0.00332175685659	0.00232353808623	0.0120083845151	0.0063141672304	0.01798395953	0.0790309525725
n	0.0466940534367	0.662108646855	0.164760451138	0.0364497010777	0.0320835086942	0.0148182039522	0.00449449896208	0.00406439687837	0.00212117618147	0.00602377525367	0.0263815284862
a	0.0190393919723	0.450314458285	0.261114660379	0.0649718410259	0.152751703565	0.0324479173174	0.00625773432069	0.00149658544946	0.00073108878249	0.00204217995122	0.00883238616707
e	0.0063479451631	0.153371810595	0.287828230126	0.080412040342	0.412173037855	0.0506238741058	0.0046751781069	0.000655829223153	0.00026118921083	0.00069468863074	0.00295617529219
k	0.00258115299997	0.0621970920317	0.143056388609	0.055349716114	0.376014601152	0.0512048113686	0.0109417997023	0.132763213474	0.0390485218556	0.116687919281	0.0101547774989
l	0.327648316933	0.0372303430106	0.0495355058197	0.0226072899947	0.126947334627	0.0272527368562	0.0118447706474	0.176814253831	0.0519723047811	0.155352964601	0.0127941905663
à	0.435540565782	0.0188758813369	0.0223811623232	0.152289698622	0.101380433919	0.124399352019	0.0121053776291	0.0592348541503	0.0173772414496	0.051827170993	0.0045882827021
s	0.145482708675	0.0079207463123	0.0142585745077	0.216657276207	0.108350587973	0.311894784006	0.0685659702097	0.0335302682501	0.0073311908432	0.018848809016	0.067159104014
t	0.0489597842783	0.0042511293041	0.00645285086923	0.097101036069	0.0591912826577	0.344194754669	0.123341456737	0.12783650275	0.00750697628107	0.0109610107387	0.170203258005
i	0.016483554848	0.00214168415978	0.00290864230641	0.037069427323	0.0477350708859	0.391186078223	0.188092965579	0.160788235917	0.00677769869369	0.00722462824623	0.139592045635
c	0.00563231633788	0.002339042245	0.00200440115214	0.015999783741	0.0398527772953	0.346485466074	0.18470936186	0.270623730306	0.0282932214979	0.0492001070821	0.0548598051783
e	0.00201525280748	0.0024059043885	0.00171546528405	0.008451068447	0.0270212737651	0.243527282025	0.28142819062	0.308106813435	0.0355739054993	0.0631287989607	0.0266260212261
e	0.000671805635325	0.000803320937887	0.000672326250017	0.00338351182233	0.0241082459217	0.238052870675	0.536045040207	0.147700491145	0.0163550006664	0.0222568439202	0.00995053667537
t	0.00023793432509	0.000269090202549	0.000248933490339	0.00124202280411	0.0142482636406	0.175105416892	0.698260926736	0.087956001715	0.0101194184555	0.00843348650673	0.00387849060512
è	9.34467959133e-05	0.000106628805216	0.00016930046178	0.00111215029137	0.00681085394687	0.113092512297	0.603758678912	0.122841465238	0.121370017218	0.0208108213689	0.00983406414837
l	0.000349860670854	0.000128453877739	0.000149374393927	0.00125803853046	0.00378235228229	0.0631403407657	0.331131524971	0.388762331746	0.165602238406	0.0258338622563	0.0198615373828
i	0.000435164719847	0.000120139080333	7.32027126423e-05	0.000676367505153	0.0023340106741	0.0358535655886	0.19790136699	0.527297790582	0.170979195469	0.0408913808854	0.0234377147943
t	0.000167706999511	4.06223646977e-05	3.06087448808e-05	0.000233827822884	0.0008825533047	0.0148599808629	0.18775547233	0.490068543527	0.229444511823	0.0546078432951	0.0219082792648
i	7.8556016354e-05	1.40057797979e-05	1.19512165269e-05	7.99309669147e-05	0.0003326286289	0.0064213869643	0.134635036543	0.346797749176	0.308323207274	0.181562530765	0.0217430074216
a	2.6218077425e-05	4.7095744663e-06	4.73447327563e-06	2.80154004582e-05	0.000136788676967	0.0022288376081	0.047023308381	0.122019343225	0.491382202425	0.316602413588	0.0205434166405
m	1.1022545065e-05	1.8087734671e-06	2.20837029854e-06	1.08068227694e-05	6.66527582323e-05	0.0008218646237	0.017638311927	0.145452439908	0.562691980808	0.261603087863	0.0116997914802
m	0.0796220119655	0.00282375050667	0.000335574317106	0.000517978585173	0.000714958211987	0.0054476675189	0.0297105926757	0.337018079969	0.385537916936	0.153401521621	0.0048699211934
è	0.106157017503	0.00376995960056	0.000462877278369	0.000697080089724	0.000969876403996	0.00722243573963	0.0370783535586	0.33652253499	0.399865215645	0.0931192628737	0.0141353859978
n	0.0353862877886	0.00126250377404	0.000170628590643	0.000242753165085	0.000362380603512	0.00265705080654	0.0164620859329	0.181066701997	0.636618705215	0.0952966209579	0.0304743049993
i	0.0117957814241	0.000420919531237	5.69818342813e-05	8.09570310227e-05	0.000121058697117	0.000890077393147	0.00569584437197	0.092513746379	0.511261961738	0.296246480319	0.0809161956664
