 	la	pasta	vuole	sale	</S>
i	0.57870905	0.115113315	0.157494911	0.02791245	0.120770284814
p	0.381819513333	0.108765471667	0.219730400333	0.211643414667	0.078041196814
à	0.176548141111	0.242344490556	0.239248080111	0.274947995556	0.0669112852713
s	0.144769877037	0.490707730185	0.212421580037	0.107563858185	0.0445369620904
t	0.116818770679	0.702909760062	0.104544598679	0.0373528220117	0.0383740403635
a	0.042413877793	0.564004288021	0.316350978226	0.0469080909539	0.0303227271212
ì	0.0150124680977	0.197018503007	0.667877236075	0.0934728236513	0.0266189680404
t	0.00576113045257	0.0748006453357	0.817158022025	0.0844961552171	0.0177840593468
e	0.00212874009661	0.0313483632611	0.588472883342	0.294131475739	0.0839185607823
l	0.0140002184913	0.0244896939029	0.331645103781	0.517253605246	0.112611432261
e	0.0179573393932	0.0222030935173	0.242118465927	0.528711548415	0.189009602754
à	0.00598613874709	0.0074025310923	0.0831055325423	0.634163782805	0.269342044251
l	0.004681295969	0.004551904901	0.0885176567474	0.708023837602	0.194225318084
a	0.00424604453178	0.00360118773697	0.0887291450825	0.506143289201	0.397280346028
</S>	0.00212306507906	0.00180135777343	0.0444490767913	0.310307094601	0.641319423014
