 	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.89275405	0.0514350835	0.0238740128	0.00949821965	0.00033477932	2.714568035e-06	0.00140050405	4.895356675e-05	0.0018917912577	0.0187599076446
n	0.835298926667	0.114173157833	0.0327503052667	0.00993305518333	0.000287745562333	1.567125435e-06	0.000652046038667	1.668878259e-05	0.0006326587319	0.00625384901102
è	0.535370379722	0.435447619278	0.0226071222222	0.00392814790111	0.000109453774078	1.03773959833e-06	0.000233754970556	5.76415525333e-06	0.000211695495057	0.00208503381084
g	0.204932360741	0.542450443093	0.139067958541	0.00609194284037	0.000172932625659	0.000261345631419	0.000856170292519	4.19253003011e-05	0.00147905187524	0.104645880711
r	0.0899042229137	0.306680887698	0.382507299514	0.00996539761346	0.000252583728553	0.000375148168806	0.00110609932751	5.6715488267e-05	0.00204239695175	0.207109240237
a	0.0301758652095	0.174029424233	0.603733156505	0.0524092898712	0.000821537309518	0.000156599086435	0.000489444555837	2.2370201689e-05	0.000823307646983	0.137338962992
t	0.0100596571187	0.079050476411	0.734612285502	0.128293276624	0.00140362940317	0.000168476733978	0.000274005685279	1.1385049663e-05	0.000282127182394	0.045844645174
s	0.00335511772723	0.0381144948037	0.750894561834	0.189407295541	0.00130285300106	0.000180873287326	0.00017549569176	9.63571455433e-06	0.000139982961131	0.0164196423213
a	0.00111960084515	0.0204892178779	0.504070423945	0.39303169518	0.0719695440337	0.00191317777178	0.000527325377253	4.13909978514e-05	9.74983117103e-05	0.00674006806377
m	0.000373444810745	0.00688746398697	0.190770299648	0.642024181727	0.140283574678	0.00592342265726	0.00460442692575	0.000338104552617	0.00358570295857	0.00520937131126
à	0.000124729675533	0.00234735803199	0.078833850216	0.706566647242	0.185904464893	0.00793155321909	0.00654292907525	0.00102053928421	0.00555038941952	0.00517756720375
i	4.15835372469e-05	0.000821287530583	0.0302754520253	0.480432477414	0.455929801631	0.0214843297397	0.00435569709175	0.00128875419474	0.00269704863651	0.00267360386792
è	1.38673521449e-05	0.000275743159581	0.0101238685484	0.179330086471	0.76050444721	0.0406470592466	0.00372760066392	0.00262045316491	0.00140635624217	0.00135056007597
n	4.73980616263e-06	0.000105479781327	0.00344916448613	0.0896747878237	0.782178462403	0.0625981214155	0.00660360838797	0.011783549555	0.0323941597141	0.011207971112
a	1.69126377734e-06	4.6846667979e-05	0.00121036039084	0.0558727096979	0.532728880801	0.283193983805	0.0378211001293	0.0302028295183	0.0431470678047	0.0157745624373
g	1.03854972224e-06	1.60460101963e-05	0.000420927116747	0.0223586873226	0.356937800267	0.379840764602	0.14958757171	0.0307302618394	0.0423887655016	0.0177181452124
r	3.66287524407e-05	0.00424975303007	0.000811725379916	0.0221422094409	0.294401796756	0.239516894867	0.235364083903	0.0602466949465	0.0754119631672	0.0678182450708
à	4.80206864656e-05	0.00566113064052	0.000926626804639	0.0185610320536	0.171135572252	0.158440184956	0.279524061301	0.164733614982	0.122355512389	0.0786142460236
m	1.60135164929e-05	0.00188840962901	0.000744739079546	0.0228884529245	0.204791720751	0.076073791652	0.314331353767	0.154595620327	0.15192880413	0.0727411296745
m	5.34127211234e-06	0.00063030052323	0.000737130843182	0.0247184408748	0.19160696385	0.0279232403623	0.487622234589	0.053233421259	0.100518126543	0.113004826558
a	1.78047096415e-06	0.000210115215061	0.000300579275705	0.0087686250176	0.0646781909733	0.0105820055991	0.632314694863	0.081892852903	0.0620024523477	0.139248688853
s	1.24917851905e-06	7.63906247777e-05	0.000104311926213	0.00300603103187	0.0243746434144	0.00844115453303	0.624505498288	0.115593867634	0.0653909044492	0.158505922951
o	1.07209081141e-06	3.18159662576e-05	3.88842145333e-05	0.00108401500985	0.0107862648348	0.00824881441101	0.443570076763	0.304234432545	0.0589777011497	0.173026894317
n	4.79946737553e-06	4.03823290843e-05	1.35212723068e-05	0.000363266694977	0.00368362400827	0.008090702037	0.161436732254	0.590600244182	0.109261684717	0.126505057772
a	6.04197709173e-06	4.32395589391e-05	5.0710508916e-06	0.000123184897546	0.00133774694276	0.00737647241233	0.059581210318	0.702432614727	0.162747128239	0.0663473155907
d	4.1225746638e-06	1.49117372907e-05	3.17269718653e-06	0.000189003955935	0.00279542342092	0.00447796703744	0.054262777006	0.519298374909	0.37341553608	0.0455387325302
e	3.48287677294e-06	5.48240062223e-06	2.59160574218e-06	0.000213904960645	0.00329376274697	0.00251976757915	0.0647229456687	0.29762429497	0.55398274536	0.0776310515101
r	1.9330381476e-05	3.50788566661e-05	6.03057149406e-06	0.000102011352215	0.00131073028899	0.00112051125972	0.0390063642229	0.236168461657	0.63209951512	0.0901319545034
f	0.000377183043825	0.00859398757889	0.00255293452483	0.0161566377241	0.00572684439633	0.000705259619907	0.0454974754076	0.127857396219	0.742219781707	0.0503124575011
ò	0.000478308098285	0.0114143190408	0.00339699224363	0.0214819663637	0.00704379025878	0.000464293603302	0.0455418906359	0.0927193177397	0.773522187236	0.0439369245004
m	0.00015944717121	0.00380552315639	0.00114806915656	0.0072610359369	0.00272108844626	0.000385443031101	0.0857868173786	0.0787979075799	0.767199232412	0.0527354448335
m	5.3150122092e-05	0.00126866719191	0.000416852517853	0.0025680176423	0.00128789360275	0.0003131674837	0.13525268246	0.03358764528	0.517519940804	0.307731981611
u	1.7716724282e-05	0.000422895739188	0.000157568000881	0.000904586150567	0.0004489344735	0.0001065872309	0.08356973481	0.0144848898467	0.231867866935	0.668019210537
</S>	8.85837214182e-06	0.000211448115145	7.87855543352e-05	0.000452305024984	0.000224698314625	5.606295995e-05	0.04194327839	0.0119438854234	0.162650198468	0.782430455268
