 	non	ho	cosa	è	da	mangiare	</S>
e	0.92725335	0.047188675	0.0078342601	0.000101751265	0.00140164515	0.0012225889175	0.0149977281299
n	0.777473126667	0.198982834	0.0163062080333	0.000283276458333	0.00152158618333	0.000432328872833	0.00500064090046
è	0.427650332222	0.553438681333	0.0155734040111	0.000348301376111	0.00116231257444	0.000156682862611	0.00167026761115
c	0.161920177407	0.626542740444	0.0277199370037	0.020405632232	0.0699592405048	0.00375805880387	0.0896941830775
h	0.0650351486957	0.352250146815	0.0597687456679	0.0294783790773	0.0936267630016	0.00557745680129	0.394263334359
o	0.0217989722073	0.149686403605	0.362186411889	0.0219996393591	0.0341874875005	0.0026155890071	0.407525526953
t	0.00726724627337	0.0594366402017	0.75123027063	0.0218780737864	0.0212910041668	0.0012198996757	0.137676888151
i	0.00242295646	0.0218525669806	0.605984834877	0.278235451929	0.0362445493889	0.0035232636919	0.0517363380503
è	0.000807844362605	0.00770107987353	0.249069953959	0.626164403976	0.0560523997963	0.036162690564	0.0240416026834
n	0.000269791251502	0.00312222729118	0.0991250489863	0.599332044659	0.159393269932	0.113693136855	0.0250644715611
a	9.02536405342e-05	0.00122780320533	0.0400230549954	0.333306682886	0.233118049977	0.317227492285	0.0750066528537
f	3.11663644116e-05	0.00042238338471	0.0140680708318	0.132763509629	0.326484443326	0.436495834095	0.0897346096179
à	1.15881465372e-05	0.000213668542903	0.0056615947106	0.058524915543	0.364186024442	0.509139884698	0.0622623498726
o	3.98066529572e-06	0.000131199989672	0.00219470843453	0.0223429186277	0.191355629347	0.481254208233	0.302717354624
</S>	1.99036307284e-06	6.56054478923e-05	0.00109948361377	0.0112059969838	0.0980805314735	0.343941639116	0.545604747312
