 	sto	e	cucino	</S>
e	0.8812051	0.116819927	0.001119348925	0.000855633485615
s	0.75592792	0.210528015667	0.0331507035417	0.000393387745615
t	0.54860602	0.406702738556	0.0435908757606	0.00110036214187
è	0.276100625567	0.705405862852	0.0171327981669	0.00136070973396
c	0.399309944089	0.584177040951	0.0157825947223	0.000730392177987
e	0.439151823708	0.513871116984	0.0310513519074	0.0159256421727
m	0.147648449081	0.476811209328	0.337493667302	0.0380466333909
a	0.0504628903057	0.346283906776	0.484427825767	0.118825338464
r	0.0174452008806	0.577973722259	0.274929438589	0.129651643488
è	0.006438667641	0.494965180753	0.44821078953	0.0503854218293
o	0.00214656236412	0.188337367018	0.487923553177	0.321592563943
</S>	0.00107329838654	0.097297363659	0.292738886589	0.608890481971
