 	che	vende	buon	pane	</S>
k	0.590183855	0.09642131	0.076350074	0.093716493	0.1433282822
a	0.631894735	0.164396616667	0.0708753927667	0.0826070986667	0.0502261631767
i	0.498032351667	0.429957545556	0.0261057815556	0.0289991321889	0.0169051946356
p	0.196572470656	0.658162338519	0.0534514197185	0.084779682363	0.00703410581187
u	0.066648055552	0.68446230284	0.120658286573	0.117594106788	0.0106372569373
l	0.0469745687507	0.707140400947	0.165528675524	0.0695193642627	0.0108369906124
ì	0.0411398888169	0.604057553649	0.300186841841	0.0441731107542	0.0104426035041
t	0.015335755039	0.370834459216	0.500331593947	0.0380620052514	0.0754361928347
s	0.005687337833	0.195017701072	0.428832882982	0.10640648675	0.264055607612
o	0.00197602992227	0.109457065691	0.262826245994	0.285779528917	0.339961135871
m	0.000662198263357	0.0675268525637	0.400834195331	0.334797202972	0.196179566957
ì	0.000225066246986	0.0533326708546	0.642828008444	0.193894904324	0.109719383986
k	8.4760158862e-05	0.113650451618	0.703258362815	0.0864556147747	0.0965508339953
a	3.69580983322e-05	0.13114262923	0.456794897605	0.246135341592	0.165890193998
l	1.62308881556e-05	0.0461175219343	0.305139525868	0.475102480531	0.173624254999
ò	1.03066361852e-05	0.0186350075114	0.305594808623	0.439276460177	0.236483442
</S>	6.6318402926e-06	0.0106263038057	0.240847904311	0.369400780088	0.379118421
