 	tu	le	hai	cucinati	le	verdure	</S>
e	0.4924233645	0.4738339535	0.01755923065	0.004927757615	0.0049761448	2.65353571e-05	0.0062530867245
s	0.204010637833	0.7063898345	0.0478312002167	0.0152296705383	0.0242410879333	1.09672315333e-05	0.00228662755783
ù	0.118377838278	0.781481494833	0.0552397977389	0.0159636187461	0.0279061397278	1.12482462778e-05	0.00101977569594
t	0.0989927017593	0.825220698278	0.0549511102463	0.010136065482	0.0100987937926	1.39485767593e-05	0.000586574388647
a	0.0798512469198	0.604840986093	0.229974870082	0.074798032494	0.00869442573087	3.40172955864e-05	0.00180640177622
m	0.0335871127733	0.283520460031	0.388578933361	0.121248277498	0.141453699577	0.00273991883186	0.0288716064254
à	0.0129860879244	0.113192529677	0.525359347787	0.0984099108327	0.188052049526	0.00907636894395	0.0529236954751
r	0.235235892175	0.0834939248923	0.466878829262	0.0858522469442	0.084178331842	0.00850502458598	0.0358557821584
e	0.308739660182	0.0662478761348	0.181248132421	0.274854353981	0.108594839614	0.00363966853333	0.0566755077195
t	0.103323299385	0.0230597120156	0.0635430215737	0.61124886466	0.134805223205	0.00200273828644	0.0620171187065
s	0.0386692366617	0.0359049174719	0.0238022156912	0.741460834887	0.136712711068	0.000732483904147	0.0227175245688
e	0.0167115588949	0.0392200758202	0.00928030121373	0.542572104962	0.208241783689	0.00497304573472	0.179001067056
t	0.0057739771393	0.0133026102029	0.00329856112124	0.415489004987	0.325778837896	0.00644578927824	0.229911196485
a	0.00212628784032	0.00466191386639	0.00121708646141	0.318398699096	0.287069949299	0.0117388161261	0.374787202962
l	0.000775943307325	0.00189945545422	0.00149984054147	0.110754607799	0.448040919766	0.0141158099087	0.422913390187
à	0.000326240944842	0.00098297133974	0.00165718935716	0.041464006833	0.499690381589	0.249408598836	0.206470612596
c	0.207245857091	0.0693755266682	0.00689413686239	0.024215784511	0.231134822196	0.327118395822	0.134015496485
h	0.279612888364	0.0940108162227	0.00860829001746	0.0268882175037	0.435492114065	0.109054762794	0.0463328975483
a	0.0966032624757	0.0331797656981	0.00290458886462	0.0191738493346	0.477243184688	0.207179875575	0.163715458949
n	0.0424045398462	0.0123454414233	0.00100253203367	0.0105060974449	0.430358788229	0.276023418525	0.227359216316
a	0.024333859797	0.00540005404256	0.00036807539779	0.00653001858297	0.400477885423	0.138526177175	0.424363982105
</S>	0.0121673166709	0.00270011252347	0.000184295853745	0.00327689619348	0.200720376732	0.0848310850875	0.696119971053
