 	questa	casa	la	costruirono	cinquanta	anni	fa	</S>
t	0.860674735	0.00932839105	0.00108999899835	0.0078904450975	0.0056523100472	0.0030625459779	0.00721906728187	0.105082478656
ù	0.952984068333	0.00367894135	0.000364774311182	0.00263302609796	0.00188425598643	0.00102100720521	0.00240636465735	0.0350275233364
t	0.972855532778	0.0115067414167	0.000313367316559	0.000952386263113	0.000635890106372	0.000354585787043	0.000809019853597	0.0125724162262
t	0.976257620926	0.0170993218056	0.000408694972186	0.000408153975038	0.000219964682524	0.000136602148014	0.000277010329432	0.0051925809554
o	0.769635886975	0.227557853935	0.000496823900729	0.000250337135679	7.65255827413e-05	5.06997416713e-05	9.29389931573e-05	0.00183891532613
s	0.621983498992	0.373673574645	0.00315169717691	0.00043993541856	3.74316957471e-05	4.85593752238e-05	3.51894521658e-05	0.00063008981971
p	0.790692002997	0.204728597948	0.0038062899763	0.00040683782632	2.14108470924e-05	4.69616046179e-05	1.58039756386e-05	0.000282087183237
ì	0.624292779666	0.362839215716	0.0114484332428	0.000798041808907	8.49971792075e-05	7.04163777493e-05	7.31950764629e-05	0.000392922021079
t	0.261883978555	0.634364771905	0.0470984710809	0.00506303166964	0.000755015129736	0.000863425452583	0.00558714764215	0.0443841445404
i	0.112587492617	0.475398050635	0.335900887027	0.00781065645655	0.000946605519912	0.00113181731086	0.00736675755738	0.0588577205135
t	0.0380777190713	0.415387743545	0.517336035676	0.00612990728552	0.000369712321637	0.000497105480287	0.00247918456246	0.0197225752945
o	0.0132379056592	0.352037672182	0.619275985225	0.00678453666184	0.000645875545546	0.000418920693429	0.000865799517487	0.00673326887817
f	0.00550009552179	0.144201315061	0.603469968408	0.210064665554	0.0222222201152	0.00809482628114	0.0031299688025	0.00331690851606
a	0.00292074959226	0.074441195877	0.529468212803	0.346581688518	0.0298577119051	0.0106404054604	0.00388274718617	0.00220726819535
b	0.00372700484908	0.0483326428157	0.639887894268	0.286300212839	0.0129639733017	0.00596579242013	0.00170140278072	0.00112106177512
b	0.172997388283	0.198500567605	0.419726928089	0.196469325946	0.00638384437223	0.00423455737271	0.000951613773107	0.00073576700504
r	0.226670999434	0.226256461735	0.375792649363	0.163320590315	0.00524793226241	0.00169050679024	0.000419816903902	0.000601017828347
