 	non	deve	parlare	davanti	a	Anna	di	questo	</S>
e	0.88289851	0.0391429348	0.0708601838	0.000113422075	0.00012206219	3.99448233e-06	0.0001344384635	0.000658531728865	0.00606595992614
n	0.814928906667	0.107776444933	0.0748018662667	0.000124638051667	7.4984254e-05	1.58383811667e-06	4.90880792667e-05	0.000220275147132	0.00202225201661
è	0.589638325556	0.379862654978	0.0296105699222	8.4737867889e-05	3.4592177e-05	8.14466512223e-07	1.92101639022e-05	7.42805473773e-05	0.000674842319737
n	0.364467431852	0.599338684993	0.0290588661407	0.00037732429663	9.8444024e-05	2.37488505241e-05	0.000138833833014	0.000540321495859	0.00595634566365
a	0.230432749058	0.520940174998	0.238484112047	0.00129984136554	0.000200496841333	3.22674172414e-05	0.000184586602005	0.00069790721762	0.00772785251722
m	0.076825973038	0.305863296666	0.602764780682	0.00398400045518	0.00131691151378	0.000835728712814	0.00177185639167	0.00208826725821	0.00454918326841
i	0.0256184062786	0.113438120655	0.813307826894	0.0356953338184	0.00236956277126	0.00112201000427	0.00232910404722	0.00256274765807	0.00355688353947
l	0.00854480458411	0.040647966985	0.896184142298	0.0478085192728	0.00243095982375	0.00061794476809	0.00117890639907	0.00110638578136	0.00148037084982
ì	0.00285476818724	0.0189119193283	0.692726214099	0.268379666424	0.00930186607458	0.00352447408936	0.00129954183302	0.00134513598379	0.00165641890327
s	0.000953219356247	0.0116445913428	0.4607141247	0.376327355475	0.0254067693582	0.00789326869645	0.00374764951101	0.0140449151946	0.0992680969011
i	0.000318195232152	0.00513451076584	0.324619208567	0.430859528492	0.0779752851194	0.00769593156548	0.00460461407034	0.0176176805015	0.1311750623
m	0.000106689406287	0.00176343864018	0.346881183189	0.466292289497	0.11202808504	0.0107000015218	0.00633037059011	0.00872432393717	0.0471736434333
b	5.6672702229e-05	0.00100869731339	0.666875994396	0.218434096166	0.0709657863467	0.0102679631513	0.0063553885467	0.00569143889006	0.0203439786111
r	3.93770302558e-05	0.00070723179513	0.544917500732	0.366507651722	0.0684403101156	0.00594978002777	0.00258452056557	0.00209560057435	0.00875803343703
ò	1.31277032837e-05	0.000238508674377	0.182648839644	0.506100117241	0.246458246705	0.0521808346759	0.00499404655519	0.00279550555812	0.00457077937901
s	4.5231328969e-06	0.000102843976792	0.063524942148	0.30968371908	0.455960518902	0.097240572892	0.0146985778517	0.018103383186	0.0406809622597
t	1.66281563697e-06	5.83273239307e-05	0.0251595606827	0.179074575027	0.566772902967	0.0675296806307	0.0301152979506	0.0316826357287	0.0996053907532
i	5.63320325202e-07	2.09129626964e-05	0.0100632592802	0.095079694009	0.477425297656	0.23188271521	0.0727707739835	0.0227558159096	0.0900009635844
n	8.61340999946e-07	8.06729701827e-06	0.0033691495754	0.038652603003	0.242556318552	0.576849211737	0.0878777169945	0.0113654651032	0.0393206106948
A	9.82278097982e-07	6.25588393942e-06	0.00114370046447	0.0197359293343	0.104577448184	0.703048453912	0.0973635913315	0.0523670621677	0.0217566117316
n	3.99593097327e-07	1.13803501798e-05	0.000436059078157	0.0113000846114	0.116346112061	0.571363611304	0.149921557111	0.113053174056	0.0375676539105
n	1.88504741442e-07	1.06565828366e-05	0.000193668009386	0.00568103687047	0.12370556302	0.339744067101	0.27734699237	0.185471854685	0.0678459726368
a	6.760967649e-08	3.59259792101e-06	7.01193663087e-05	0.00221420066249	0.0516605576733	0.180325692367	0.499979384123	0.181386684895	0.0843596708789
à	2.90172158393e-08	1.25118513914e-06	2.38305962829e-05	0.00077000000983	0.0180422800244	0.203471970789	0.582942844708	0.128667518298	0.0660802419596
t	1.67229709131e-08	4.7631122338e-07	8.35491007097e-06	0.00028412479261	0.00735949450813	0.24124772693	0.502679064903	0.209319722766	0.0391010073199
s	1.5919809271e-08	5.11930984793e-07	0.000181032867	0.00102829180354	0.00927843353604	0.148702594077	0.463443734968	0.334551200922	0.04281418744
e	1.50832073533e-08	5.18160660054e-07	0.000238520321263	0.00127009340911	0.00899443098368	0.0528192721257	0.463906824989	0.362662540307	0.110107795813
t	2.78220933808e-08	1.78146900808e-07	7.98622920843e-05	0.000426175582103	0.00306359734289	0.0229786370419	0.483304941663	0.331313923436	0.158832675271
ù	3.40280483603e-08	9.10567526027e-08	2.73749285948e-05	0.000145707457268	0.00108259374163	0.0113020634473	0.351487797221	0.505287964479	0.130666401757
o	1.34923625868e-08	5.74477583009e-08	9.62873676827e-06	5.14202001227e-05	0.00037622707621	0.00482672468243	0.184193812407	0.592431664826	0.218110467252
</S>	7.0206401434e-09	2.99235353005e-08	4.89604148913e-06	2.72972334614e-05	0.000194652155605	0.00331043199121	0.172154901204	0.497549547413	0.326758233626
