 	ho	finito	di	scrivere	</S>
s	0.44024846	0.4888295	0.00663300175	0.0013493026905	0.06293967263
p	0.279307106	0.695173	0.00387240471667	0.000469913512833	0.0211775355967
ì	0.104543225733	0.885684	0.00198775925889	0.000172501194111	0.0076125244989
c	0.0359020980257	0.943316433333	0.0159678211396	0.000211401132204	0.0046022911663
c	0.0119926177478	0.958401044444	0.0260472463799	0.000279625727401	0.00327947858543
e	0.00506448994046	0.978330614815	0.0147615180266	0.000149309354557	0.00169405782514
t	0.00276371087449	0.970281148272	0.0250704049089	0.000136030313609	0.00174870727505
s	0.000933069407497	0.968514609424	0.0285644455363	0.000133174604303	0.00185469302502
a	0.000324423741499	0.678675578475	0.281617397745	0.0050707552012	0.0343118337083
à	0.000403786497833	0.260584672825	0.620080565915	0.0231194267337	0.0958115512361
t	0.000536674045944	0.136620930608	0.598912735305	0.151074968245	0.112854683745
s	0.000316526321981	0.220135308536	0.451988135102	0.196814348415	0.130745661248
e	0.000126484135407	0.209118137855	0.361958931701	0.215283968472	0.213512460416
g	4.8935508549e-05	0.0724412146283	0.3884592539	0.280733452824	0.258317136805
r	0.000187343431516	0.0324891968761	0.3578415213	0.312977244275	0.296504672268
à	0.000227302533539	0.0166877526687	0.2379400671	0.394920291425	0.350224580756
t	7.6923349313e-05	0.00702900859957	0.2116670857	0.465495663808	0.315731320252
s	2.77575661377e-05	0.00427501956652	0.176891398567	0.422696061269	0.396109753417
i	1.07892120596e-05	0.00202220781134	0.095320307789	0.348158500423	0.554488207806
</S>	5.3959391504e-06	0.00101420428942	0.0489805712945	0.359485860211	0.590513988903
