 	sono	stato	sempre	poveretti	</S>
ì	0.92263975	0.037935098	0.022075806895	0.000219300884724	0.0171299910961
m	0.82299545	0.0588226413333	0.065959847895	0.0438462707847	0.00837576242942
e	0.50211855	0.224459990444	0.209556062632	0.0583886956098	0.00547668867447
s	0.206699025333	0.428343596815	0.341284540877	0.0214967615515	0.00217608102282
t	0.0877236614443	0.474475978938	0.427059053626	0.00920333880917	0.00153798487427
a	0.0406457470861	0.565733839646	0.389059721209	0.00315730889506	0.00140340555809
m	0.0315152763	0.517523713215	0.362939743736	0.0209728882984	0.0670484068527
m	0.0531508384333	0.398544961072	0.432753801245	0.0268278787909	0.0887225239176
è	0.0426873492311	0.496858010357	0.415664723748	0.0140047022884	0.0307851969392
n	0.0145786637637	0.448998463452	0.487765257916	0.0131670807628	0.0354905229797
a	0.00492003622604	0.223924523284	0.678459785972	0.0206093619209	0.0720863009932
p	0.00391839144682	0.0839358728947	0.621346871991	0.10431379564	0.186485073664
à	0.00358637146961	0.0409332156316	0.46183530733	0.274190245213	0.219454849221
n	0.00120019331287	0.0642388735439	0.532622875777	0.260475377738	0.14146267774
t	0.000403307229923	0.0680209005813	0.652865835259	0.101594813746	0.177115129247
a	0.0001348072269	0.0231576993684	0.49734694842	0.0834695597487	0.395890976416
t	4.50182221118e-05	0.00791565246413	0.520944709473	0.0906808645829	0.380413773472
e	1.5088113679e-05	0.00280742381878	0.489330917024	0.306256346194	0.201590249157
c	0.189672562791	0.021249950037	0.266758829541	0.378141967398	0.144176707052
h	0.253014661764	0.039962968679	0.40283064318	0.225966284466	0.0782254650173
ù	0.0844614045487	0.0259027891343	0.345203787043	0.481777748155	0.0626543093391
d	0.0281596699503	0.0483065692861	0.382044044998	0.505450706052	0.0360390194464
d	0.00939439174477	0.063653298762	0.684113481666	0.194480823784	0.0483580004821
h	0.00313367877857	0.0291162605757	0.519099149022	0.085304623028	0.363346283494
i	0.00104456478	0.00970942623167	0.174114126564	0.0545158610093	0.760615994498
</S>	0.000522282557244	0.00485495419298	0.087258845917	0.0377682855047	0.869595597249
