 	non	sapeva	dove	a	stare	</S>
e	0.915427955	0.048080811	0.0027276786	0.001217552415	0.00071817483	0.0318278817045
n	0.742761495	0.234570873667	0.0097159702	0.001555242805	0.00077700523	0.0106194417522
ì	0.411761961667	0.539649867889	0.0429864060667	0.001380744255	0.000620894826667	0.00360012342173
s	0.184949359556	0.66877173263	0.0997049053556	0.0166602685717	0.00511432452556	0.0247994039306
s	0.0811555197142	0.603270677543	0.241493195119	0.0235205955239	0.00685585204185	0.0437041513102
e	0.0270529697702	0.603637675848	0.31723256504	0.017273592508	0.00683145221395	0.0279717084367
r	0.00907561254338	0.569503708616	0.21353033168	0.155032225503	0.031939701738	0.0209183408122
e	0.00308313516566	0.343997589539	0.20396735056	0.353042385168	0.0723265635793	0.0235829409374
p	0.00103359525742	0.14349361318	0.176588733187	0.519265031723	0.0892623628598	0.0703566609791
u	0.000350415314785	0.0536990683267	0.0729866440623	0.598637057241	0.15482702762	0.119499796993
n	0.00011728126384	0.0602995550422	0.0957219713541	0.592662385747	0.17015104254	0.081047833331
a	3.95693095246e-05	0.0616169332341	0.0909106185947	0.435717288582	0.321264050847	0.0904515854437
s	1.68066653195e-05	0.022066134298	0.0313802295749	0.415122022861	0.437866000282	0.0935488282812
t	1.15246976065e-05	0.012073798766	0.201435025092	0.42480688762	0.313405633427	0.0482671582271
a	6.14732325604e-06	0.00730151656867	0.257465013997	0.190019682373	0.442530324476	0.102677341742
s	1.77545574725e-05	0.00771601883622	0.087294205499	0.108283720624	0.683691794825	0.112996523914
ì	2.16352080052e-05	0.00791071231874	0.030448941635	0.0792267896747	0.541740923608	0.340650987971
</S>	1.08350422741e-05	0.00407359971937	0.0152742877205	0.0419014390373	0.326186749804	0.612553063986
