 	il	lenzuolo	vuole	lavato	</S>
o	0.732131095	0.01910125885	0.0117409275	0.02401516295	0.213011554626
p	0.638534541667	0.0244571116167	0.0337615541667	0.211107718617	0.0921390579592
l	0.623454243889	0.0148478984372	0.0369061339789	0.272817106038	0.0519745611264
a	0.551960681296	0.232288126044	0.0984814039163	0.098123431178	0.0191463196821
ù	0.195234817579	0.601264562015	0.153372804639	0.041622278626	0.00850553079403
n	0.0760270810063	0.590258837338	0.29584498488	0.0219683197753	0.015900766998
a	0.0361127289668	0.298032611779	0.559104808293	0.0671304379251	0.0396194023327
t	0.0121305373269	0.112504800926	0.761344536098	0.0787752793084	0.0352448289442
è	0.00414541706563	0.053732966642	0.698093512033	0.192795633103	0.0512324411481
l	0.00196936873854	0.062484204214	0.406058094011	0.282801594368	0.246686697049
i	0.00123410102775	0.0543577280963	0.212663751337	0.420231464789	0.311512894016
p	0.000507257457482	0.0183103415738	0.107814217779	0.72212915493	0.151238966339
l	0.241913333619	0.00715996804127	0.0711320032597	0.61023851831	0.0695561814463
i	0.322286189775	0.00326087039592	0.0539347810866	0.542951989437	0.0775661998154
m	0.108725826027	0.00143072314747	0.0487083036955	0.768282713146	0.0728524122718
è	0.0375446664563	0.00111927249249	0.0566544158985	0.732833394382	0.171848196424
n	0.0125210597991	0.000725609217497	0.0478184599662	0.589300688127	0.349634138808
o	0.00417418415303	0.000293330972568	0.0267652625987	0.436779892709	0.531987319603
</S>	0.00208709230705	0.000146670971387	0.0134584502143	0.317075041354	0.667232759801
