 	ora	che	loro	non	vengono	più	</S>
à	0.99220865	0.00065173351	1.84766641251e-06	1.00456101737e-05	0.000247469563379	0.00091156623537	0.00596864300835
r	0.68035873	0.0567146515033	0.0596864859011	0.0260193406018	0.0901153069767	0.062399012502	0.0247064443417
t	0.243521835363	0.100713957168	0.307190931967	0.0639377988673	0.157174938992	0.094601529834	0.0328589939472
e	0.122165815151	0.350015829056	0.330134298446	0.0507262079558	0.0906774625307	0.0434132717213	0.0128670503604
k	0.085960441717	0.427562008019	0.230663520605	0.0416585526519	0.0849446037102	0.101514286684	0.0276965316648
a	0.036778529239	0.316547547673	0.361204966868	0.047897800884	0.0836444733367	0.121158218628	0.0327685054083
c	0.029088658413	0.279886395891	0.361747768956	0.106335011961	0.144275299879	0.0599868659427	0.0186800596561
ì	0.0245430223043	0.16065631863	0.367865542985	0.201053390654	0.172317490626	0.0497638686476	0.0238003658854
n	0.0104745651348	0.17699599621	0.318059670995	0.234333483551	0.0907895542087	0.0399817428825	0.129364959962
i	0.00395971837744	0.136233212837	0.239360870332	0.353979191184	0.0808694547362	0.0291598179608	0.156437714987
e	0.00132031937282	0.046259980729	0.227054868111	0.590781597061	0.0661982465787	0.0137977791536	0.0545871761623
n	0.00055599660544	0.0157343795597	0.134742630704	0.76713539902	0.0569882938596	0.00599276988453	0.0188504963908
è	0.00039480091848	0.0056050019199	0.0838727812347	0.722882579673	0.153342267953	0.0231425029615	0.0107600459669
r	0.00028989857616	0.0058495340733	0.0487535104116	0.523783559891	0.308059112651	0.0355476206538	0.0777167476556
k	0.000199241542053	0.00741432515777	0.0177363753905	0.29561814163	0.392428294217	0.0374931318846	0.249110469219
o	0.000104686857644	0.00417532969566	0.0061563148035	0.117465511377	0.579138771406	0.0530911082949	0.23986825974
t	3.60351912408e-05	0.00140433570495	0.00212512177583	0.0479222936257	0.810577410469	0.0475692554316	0.09036553258
t	2.18549361469e-05	0.000699093764983	0.000729655595543	0.0209056663419	0.871288546823	0.0558045811439	0.0505505855267
e	1.59901776353e-05	0.000452444051881	0.000250115695781	0.00768133868063	0.639521092274	0.226000643715	0.126078353842
p	5.75130036477e-06	0.00015645428918	9.0061464127e-05	0.00348688032688	0.404879207425	0.447198114572	0.144183511947
l	0.00313865902302	0.101861186805	4.06552562423e-05	0.00244211960896	0.472868242475	0.363800518191	0.055848627549
è	0.00418305224457	0.135779489334	5.05869030808e-05	0.00228011676965	0.412758134158	0.39269787273	0.052250737083
o	0.00139486192889	0.0452820804388	4.38367967936e-05	0.00152249052988	0.190618584386	0.517313324243	0.243824777361
</S>	0.000697431380152	0.0226411756127	2.23685920468e-05	0.00076970857494	0.104128296693	0.458406432122	0.41333453868
