 	aveva	lavorato	tutta	la	settimana	</S>
ì	0.951605375	0.0454029308	0.00028719660315	0.000151934662822	6.4472122351e-07	0.00255194726006
c	0.634487093	0.284932180267	0.0743539838698	0.00452589064949	5.24350937568e-05	0.00164841809339
h	0.520098232333	0.368645973422	0.0999707611899	0.00891369488316	0.000323397951252	0.00204796136446
e	0.499798567444	0.453152811141	0.0392644072966	0.00599592858772	0.00036150008796	0.00142678009482
p	0.197428749981	0.690649023714	0.0941688727655	0.0118613251559	0.00149556773353	0.00439637800494
o	0.0660672382603	0.793820141238	0.116782950922	0.0157369832186	0.00187700019784	0.00571564566831
l	0.0220796870601	0.786886947079	0.176447593641	0.0112767059062	0.000679337032613	0.0026297129561
e	0.00737050604803	0.719615739026	0.244047694547	0.0255421196354	0.000701818224204	0.0027221156187
m	0.00251653051068	0.714591169675	0.233727231516	0.0457499705451	0.000774537814735	0.0026405858929
ì	0.00098966944356	0.608730573225	0.232477560505	0.0825763848484	0.0541912741449	0.0210345440843
s	0.000693232281187	0.586782207742	0.166265266835	0.102291876949	0.0725360345816	0.0714313713614
o	0.000502337074023	0.428695997014	0.217438218945	0.24286426765	0.0334588310605	0.0770403161205
n	0.000222542131635	0.196122870105	0.306084502982	0.43721271255	0.0241758101868	0.0361815449068
t	0.000130837230778	0.122536973368	0.246646137661	0.593707404183	0.0140354737289	0.0229431505023
a	4.5187183406e-05	0.0465694248827	0.15709942922	0.684273924728	0.0630254214096	0.0489865885008
ò	1.80146580487e-05	0.0159310818209	0.0928612000733	0.512568618243	0.319296147137	0.0593249418336
l	0.000207327136683	0.0480952703736	0.230888223691	0.335836892748	0.348641302612	0.0363309672779
i	0.00026749284175	0.0585498877782	0.267924925224	0.525095087583	0.121368983771	0.0267936187593
t	9.00696884392e-05	0.0197223965464	0.0907754527347	0.823083852528	0.0450205255437	0.0213077112531
i	3.09337002041e-05	0.0067714469249	0.0316111105482	0.666666697509	0.224793476801	0.070126316751
n	7.06730757924e-05	0.0022817397744	0.0105757945961	0.571473502503	0.3307775756	0.0848206963503
a	8.39146427518e-05	0.000784636412767	0.00355780482237	0.482339141501	0.4708748752	0.0423596062168
d	6.43495017383e-05	0.00111307293556	0.00328273122112	0.488438057834	0.478320002733	0.0287817500723
d	0.00406486438725	0.0113520393119	0.00537828164037	0.800452535945	0.166368818068	0.0123834655074
o	0.00536199846265	0.0139236604946	0.00405686818012	0.745911728648	0.122213865513	0.108531902652
m	0.00194004552112	0.00568817355553	0.00343363056004	0.726349772883	0.119177767171	0.143410591884
à	0.000805811578373	0.00311600333184	0.00324754974001	0.571044720961	0.281945627724	0.139840261628
d	0.000402350114124	0.0236206005906	0.00894448513334	0.481756223654	0.325044605075	0.160231720543
a	0.000261439707259	0.0302724956845	0.0107492674174	0.438717350218	0.114776805525	0.405222650181
</S>	0.000130720032455	0.0151363985738	0.0053788137682	0.219894488609	0.0662059347625	0.693253675091
