 	i	bambini	non	si	vestono	da	soli	</S>
t	0.52737037	0.157251665	0.001511789028	0.0001936043315	0.0013600158125	0.0141166982445	0.00113664091566	0.297059234764
a	0.476831009333	0.415484238333	0.003010019428	8.76049065e-05	0.000455056008167	0.0047315782745	0.000378999056513	0.09902151309
p	0.485350079111	0.474711398111	0.00386502220933	7.21595638333e-05	0.000238746365056	0.0023843950215	0.000160437863024	0.0332177513558
e	0.48281261019	0.28997334137	0.208629958136	0.00464443751461	0.000263392155019	0.00204863830717	0.000107637289008	0.0115199526519
t	0.161160962437	0.541904387123	0.284524412712	0.00688832480487	0.000216057491673	0.00116734362572	5.7357086336e-05	0.00408115400497
ì	0.0537663933537	0.505798834208	0.425626547571	0.0114074935683	0.00102482507056	0.000663636998573	8.80713407787e-05	0.00162418967599
a	0.0179322396007	0.169283212947	0.690835682524	0.118654701189	0.00152161279019	0.000676437399524	0.00012961567026	0.000966458811997
e	0.00597741951215	0.056453096258	0.513788164175	0.42030806373	0.0019706916634	0.000701191546508	0.00017447141342	0.000626841990666
n	0.00200486805351	0.0217278266503	0.269801710058	0.55483003791	0.144417349654	0.00406548252884	0.00173008559114	0.00142258315022
i	0.000680681123733	0.0101426318481	0.148595702019	0.54434536597	0.283515976551	0.00804256550961	0.00260454659705	0.00207250131674
n	0.000243073843474	0.00408153474737	0.072334259673	0.43123752199	0.48001195885	0.00878122783654	0.00197144626568	0.00133895497891
d	0.0440387193765	0.243108728416	0.0328682705577	0.175439789563	0.49006052295	0.00852343994551	0.00155784883189	0.00440266653297
ì	0.0586226404955	0.322120280045	0.0177304695192	0.0761056060877	0.502627444317	0.0106751096485	0.0039511064873	0.00816731051099
n	0.0195429105287	0.107583833565	0.0117261723064	0.0523584946959	0.599749348106	0.0632724838828	0.0212150418291	0.12455167817
n	0.00651489934948	0.0365936992317	0.0066604191488	0.030240601232	0.348089195369	0.158599264628	0.0345215962764	0.378780316057
o	0.00217174931549	0.0127559030725	0.00253389873043	0.0152932404107	0.18910161779	0.308671194876	0.0528277577588	0.416644632019
t	0.000723946386262	0.00427638726272	0.000887534072643	0.0118960641369	0.268538679263	0.421061558292	0.0733775759196	0.219238266673
t	0.000249307488601	0.0140182063976	0.00167586008588	0.00975043194563	0.323115483088	0.443718646097	0.0769550619732	0.130516994891
e	9.10646020961e-05	0.0172411587086	0.00190056066946	0.00506143000188	0.215023362363	0.530146815366	0.107043687324	0.123491874964
m	6.50349365945e-05	0.00583198788888	0.000665361560653	0.00197951943729	0.229756065454	0.587993171789	0.0966937687747	0.077015045988
a	5.6358376126e-05	0.00202892071307	0.000253141548038	0.000780081830763	0.212934154651	0.553777557263	0.145848495925	0.0843212663293
n	1.95988147698e-05	0.000718566007798	8.59124614993e-05	0.000282273826254	0.0802885983837	0.525051352421	0.306247795308	0.0873058937764
e	7.3456265052e-06	0.000281778336878	3.00080812364e-05	0.000111224528085	0.0339230421612	0.38068376414	0.514412255103	0.0705505529255
c	0.0744870685436	0.0103314370166	0.00247683547348	0.000802744647695	0.191232076087	0.21112885138	0.435396498034	0.0741444529752
h	0.0993296502505	0.0385428790055	0.00356173334116	0.00128610004923	0.248462723696	0.334624217127	0.199427769011	0.0747649113251
à	0.0331259048255	0.0377105123815	0.00147154908572	0.000710164117743	0.091812536232	0.461109189042	0.213377546337	0.160682598775
t	0.01104198244	0.0125720100259	0.000507733974773	0.000273937318581	0.037154096544	0.588754729681	0.179716870112	0.169978647925
u	0.00368066097539	0.00419119203191	0.000171489243545	0.000102891262227	0.0148709874576	0.50294328956	0.144933754704	0.329105720975
</S>	0.00184033049256	0.00209561427222	8.57499634035e-05	5.15184481635e-05	0.00743684494315	0.25933816428	0.179852592352	0.549299145488
