 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a	0.54899478	0.198197595	0.00304973435	0.00037147243	0.000291119677	0.00150020031735	0.0116604498405	0.235934612161
n	0.713408626667	0.200498538333	0.00275512725	0.000182302440667	0.000103038698333	0.000503016320017	0.0039037904705	0.0786455126129
k	0.559925732222	0.409451992778	0.00146755881667	0.000132389997556	5.45522117777e-05	0.000216049262672	0.0019607458535	0.0267909332228
ò	0.369498914074	0.614981697593	0.00429947570556	0.000175251452519	5.09826759259e-05	0.000133274652891	0.00132965768783	0.0095307295876
r	0.252787747415	0.733243832531	0.00616909733519	0.00014919984884	3.7032868642e-05	7.49615529637e-05	0.00052674259261	0.00701141614253
a	0.0856044699283	0.602750380844	0.299193377878	0.00560036155761	0.000168906678547	7.17140909879e-05	0.000340550777537	0.00627030129084
s	0.0322384020428	0.492165296948	0.463778172626	0.00876030198587	0.000283165169516	0.000116110840329	0.000404131912512	0.00225444984028
t	0.0155701845476	0.717026278983	0.259871864209	0.00538701069529	0.000203537116505	0.000186334406776	0.000551242137504	0.00120353218009
e	0.00746129678987	0.531179590751	0.420873081403	0.0376295287984	0.00105706958217	0.000296249668925	0.000498358635835	0.0010048218467
m	0.00257754847062	0.27300500134	0.605985293801	0.0636951859328	0.00548241609406	0.0105587482896	0.0313612397353	0.0073345636689
a	0.000947787797348	0.186794961895	0.5614922546	0.177707362978	0.00792808513135	0.0139909361832	0.0417282323451	0.00941035004297
r	0.000549371686257	0.0649896232462	0.6153362082	0.267664820993	0.0160581284771	0.0129066618144	0.018869278215	0.00362585593432
è	0.000417159504986	0.0243952000057	0.5316241594	0.344078293664	0.0614902594924	0.0233041676048	0.0125884029717	0.00210233934477
o	0.000139677694643	0.00814054292222	0.2698077368	0.595407211221	0.0965580098308	0.0221370857016	0.00597262360057	0.00183712801492
c	0.00183194026163	0.0160402721374	0.103700357933	0.508321389407	0.0873559612769	0.0473506054005	0.13214707191	0.103252374972
e	0.00239822392044	0.0186750343635	0.0616724846443	0.301294868802	0.174789308426	0.105325223467	0.193528290637	0.142316553991
e	0.000801679446263	0.00622680361858	0.0380309831148	0.295290839601	0.356741369475	0.159442221156	0.087777565879	0.0556885554303
n	0.000348051434971	0.0020982273976	0.0149764774716	0.192552938867	0.392860836492	0.338124480385	0.037695505293	0.0213434861768
ì	0.00019695506729	0.00072204622849	0.00666183107387	0.0810158231557	0.262255613831	0.604553436795	0.0347837347643	0.00981056599227
n	7.285497973e-05	0.00024834877612	0.00258305012796	0.0304112425852	0.187066672944	0.667522878932	0.0828059135881	0.0292890499974
e	3.13041491544e-05	9.0312578584e-05	0.00111211549665	0.0126016335284	0.131887520981	0.511761469644	0.276070154529	0.0664454766658
p	1.27448708292e-05	5.1186477072e-05	0.000384640711217	0.00480748908947	0.0597789226603	0.507852666548	0.36109804151	0.0660142578886
r	0.00015384890381	7.84185573573e-05	0.000294977648739	0.00209112610982	0.0343888998868	0.466982172183	0.43751865717	0.0584918649629
ò	0.000198590395325	6.65042730091e-05	0.000262265493913	0.00109289443661	0.0163021532956	0.366941517394	0.52988238239	0.0852536996543
n	6.62540368297e-05	2.39460955597e-05	0.000123249762304	0.000690670112203	0.0160429344319	0.366946132465	0.42758286413	0.188523987885
t	2.21385128072e-05	1.04714019866e-05	7.26733224347e-05	0.000458324882401	0.0136312481273	0.218810476088	0.340664081377	0.426330629295
o	7.39399500207e-06	4.29839867987e-06	2.93169333649e-05	0.000181036647467	0.0046183914631	0.0776386176293	0.239416482459	0.678104479765
</S>	3.69889930453e-06	2.16064466643e-06	1.49714830124e-05	9.67941862335e-05	0.00232510888755	0.0439506743146	0.175846224229	0.777760364882
