 	vuole	vuole	mangiato	caldo	</S>
t	0.81393618	0.0167521125	0.006053330735	0.036704664825	0.126553755156
è	0.919450293333	0.0235839781667	0.002313997185	0.0124551228453	0.042196699306
l	0.631731369111	0.215968347389	0.008160773845	0.0124617373021	0.131677863919
i	0.220903968704	0.591078915796	0.0133704182817	0.012922807234	0.16172395584
t	0.081362447768	0.831393371932	0.0281013354272	0.00497353645467	0.05416935443
è	0.0283765340727	0.662222083977	0.262096980809	0.0186546230616	0.0286498210933
l	0.0097016447409	0.445248627992	0.445658243603	0.0470647043539	0.0523267920311
i	0.00339848183987	0.301568044331	0.526032081201	0.112991391451	0.0560099740104
f	0.00114327874886	0.10363876731	0.5453403804	0.322551280484	0.0273262494368
a	0.00039244042812	0.0362562222367	0.4375017268	0.496049560161	0.0297999995789
m	0.000760280545207	0.0195471486789	0.585500922267	0.365034831387	0.0291568353596
è	0.000902031875069	0.0145118962263	0.774798227422	0.185561665129	0.0242262089532
n	0.000324155447356	0.0075257207421	0.614002469141	0.303708255043	0.0744393696511
o	0.000110928402132	0.00388235202999	0.283368830727	0.593682191681	0.118955679884
t	5.30360013905e-05	0.00135445752928	0.099654511589	0.78308528056	0.115852709961
r	0.00013782971713	0.000673323686427	0.0388782761963	0.83532779352	0.124982779987
e	0.000150036113376	0.000386263352952	0.0136601759121	0.738354331173	0.247449186662
m	5.10653689909e-05	0.000199879328461	0.0244359791507	0.737284143724	0.238028912221
m	0.0370610120199	0.0371854626362	0.0350530397169	0.808857957908	0.0818425160737
ò	0.0493975400186	0.0495910042854	0.0228630245723	0.744730962636	0.133417464025
</S>	0.0247001665273	0.0250175797527	0.0176102222862	0.708459981318	0.224212052012
