 	Marika	è	che	si	sposa	domani	</S>
M	0.49980898043	0.15817859841	0.0878292346444	0.104137855079	0.146681197662	0.00012467891495	0.00323949757
a	0.365018063763	0.16997185947	0.186030278215	0.113196835026	0.162157879221	0.000139946154983	0.00348512805667
r	0.320485111388	0.231049663157	0.317446799405	0.051117275342	0.0783772097403	6.5685814661e-05	0.00145823042889
ì	0.107305951436	0.427904131052	0.400713053135	0.026401625114	0.0361555714134	0.00033485163122	0.00118478365296
k	0.035884225622	0.427156510351	0.325294821045	0.0313141997047	0.0658355119711	0.000650791300407	0.113863929051
a	0.012006563355	0.244732250784	0.475102057015	0.0385509449016	0.076737591657	0.000481381460136	0.152389280017
è	0.00400219696441	0.0930200265947	0.767737195672	0.0513852516339	0.0280566133623	0.00294611610338	0.0528526565723
n	0.00133407658945	0.0380904890316	0.724199941891	0.136001740545	0.0524528862641	0.0173674527011	0.0305534290908
a	0.000444697807086	0.0145684034383	0.45170379263	0.351353613515	0.0795293354214	0.0410643942337	0.0613357803636
r	0.000148314563722	0.00492261593053	0.212722132877	0.366981504505	0.30858095514	0.0430120694112	0.0636324311212
m	4.95221886707e-05	0.00383243216684	0.213059367626	0.160214712835	0.484572975047	0.0220360549087	0.116235001374
a	1.65094836196e-05	0.00340494638793	0.191367196742	0.117103572278	0.472739568349	0.0273623994079	0.188005880458
s	5.50338989399e-06	0.00120541332496	0.0806240714473	0.123938897426	0.634735076116	0.031721538136	0.127769533486
t	1.88746735943e-06	0.00058705482832	0.0478770888158	0.067983801642	0.763806058705	0.023350698712	0.0963934444953
ì	6.8197159943e-07	0.000310726741487	0.0217497712219	0.0308484210473	0.524550662402	0.291310713237	0.131229061498
à	2.27483252676e-07	0.000104074695409	0.00733630131063	0.0206818993491	0.179393923101	0.679881137746	0.112602442166
v	7.51468330805e-07	0.000404966771336	0.00798704839021	0.0142415614497	0.137408723834	0.561148725915	0.278808202389
v	9.25974350038e-07	0.000509145817445	0.0084608605634	0.0074995140109	0.145183429278	0.212541603872	0.62580451413
r	3.08658362282e-07	0.000174012949195	0.00314308327313	0.0028510221313	0.117224374426	0.074018833524	0.802588371377
i	1.02886216122e-07	5.80281312118e-05	0.00107828817129	0.0013432255371	0.085140582342	0.101557548175	0.810822213792
</S>	5.14432423522e-08	2.9017063256e-05	0.00053943872802	0.00075279810855	0.044098527471	0.161945704088	0.792634441896
