 	li	vestono	i	genitori	</S>
t	0.57924881	0.160681599635	0.00647313048	0.00257652590835	0.251019910397
u	0.855111236667	0.0572910879683	0.00298392524667	0.000867992269683	0.083745753974
s	0.891091712222	0.0734608043228	0.00680633901556	0.000541086931228	0.028100012668
i	0.610873092741	0.248737988108	0.0330616700052	0.0154253761237	0.0919017919893
n	0.328745176247	0.481844396036	0.0533007933351	0.0228953573746	0.11321421243
d	0.459941698749	0.451394798679	0.0368766419117	0.0106815001415	0.04110529091
ì	0.415568568016	0.513406482893	0.0380523014372	0.0062508657305	0.02672178697
n	0.139105488139	0.528114560964	0.0592403971457	0.0749936219102	0.198545977323
n	0.0469877633463	0.250793908655	0.0465872467152	0.153146340637	0.502484759108
o	0.0160826583417	0.0998088092517	0.0700926165717	0.224808140212	0.589207779703
n	0.00559295184018	0.0951271311172	0.227460412191	0.305896456737	0.365923015234
e	0.00209630799754	0.0929479664724	0.28210225073	0.429027695579	0.193825753745
i	0.000698814677403	0.0312521515275	0.25091754691	0.564794518526	0.152336927915
g	0.000523869853213	0.0809920804458	0.428323655637	0.416205978842	0.073954342305
e	0.000465677924138	0.0977076299986	0.393258990212	0.325767165614	0.182800490435
n	0.00226033971445	0.0368631630162	0.273691285071	0.466908821871	0.220276373145
i	0.00285840416412	0.0164100129791	0.228621315357	0.589424273957	0.162685984048
t	0.000958067516348	0.00549039793203	0.0823975295523	0.767345391319	0.143808646016
ò	0.000800032007783	0.00605378044268	0.0674015822841	0.624393387106	0.301351283339
r	0.000754668872594	0.00886272448089	0.332170212428	0.266785130035	0.391427294446
i	0.000264136136405	0.00559223262156	0.382541450483	0.152424254345	0.459177914815
</S>	0.000132070981513	0.00279665600268	0.191304194751	0.146257877172	0.659509182408
