 	non	ha	mangiato	mai	un	rustico	</S>
e	0.73536554	0.2414206	0.0064826112	0.00158301815	0.00027179381	0.00139536530635	0.013481031266
n	0.596700726667	0.381809013333	0.0146939427333	0.00167308391667	0.00015774232	0.000470958176017	0.0044945058531
è	0.348153385889	0.634599884444	0.0146164303111	0.000885857206223	8.47530683333e-05	0.000160552144229	0.00149913937303
c	0.119468544796	0.789945304815	0.0684603195037	0.00664389416941	0.000391140364444	0.000248740063966	0.0148420859592
h	0.042267498232	0.575204784938	0.155783949835	0.0101347874898	0.000620676271481	0.000622293687989	0.215366078653
i	0.0144660323543	0.332178278313	0.315864513278	0.0656177499299	0.00153100267383	0.000851980195996	0.269490475218
f	0.00482423199697	0.188013599771	0.547610954426	0.149282526643	0.00733159092461	0.00593106116533	0.0970060307393
a	0.00160870623357	0.0645834763237	0.470627833475	0.393500838881	0.0166228953082	0.00833330578844	0.0447229999131
m	0.000536742666033	0.0222379876079	0.250184616492	0.678242079627	0.0220208751027	0.00444125066281	0.022336528271
è	0.000179337492242	0.00771681933597	0.173127055497	0.748891226542	0.0514169790342	0.0034572649876	0.015211378057
n	5.97937932322e-05	0.00279714396866	0.0972547201657	0.737794508847	0.102749823011	0.00760248809587	0.0517415693523
a	1.99334024766e-05	0.000954487146845	0.0362101138543	0.536711006282	0.314890731004	0.0405768413653	0.0706368844508
m	6.65707124823e-06	0.000319022443473	0.0130428948172	0.491846655427	0.404314897001	0.0514766297884	0.0389932106169
à	2.23299555808e-06	0.000113423014391	0.0055554805724	0.455229651809	0.472537052334	0.0305063739295	0.0360557280056
i	7.45745852922e-07	4.40407207245e-05	0.00208757413684	0.18625556377	0.582931560778	0.146122802643	0.0825576426685
è	2.56034246869e-07	1.51542562356e-05	0.000697799190323	0.0635508298567	0.587327196926	0.256069354214	0.0923393685562
n	1.2087220929e-07	6.5337300452e-06	0.000237659318108	0.0252864703856	0.700383585642	0.214163578071	0.0599220028521
a	6.841489612e-08	3.18874613873e-06	8.2362529464e-05	0.0119013166549	0.508590425881	0.395486176024	0.0839364266174
n	2.5103998173e-07	1.40028950324e-06	2.76545028627e-05	0.00414521436463	0.266284519294	0.641366025341	0.0881749422058
r	2.27442261724e-06	8.15601973441e-06	2.27875432342e-05	0.00292137614154	0.204169219765	0.714018925114	0.0788572740686
ù	2.72329729808e-06	1.01725122781e-05	2.11863090447e-05	0.00242030101051	0.142142533255	0.721669271705	0.133733801356
s	9.1050982762e-07	4.12896432603e-06	2.21126909816e-05	0.00362971956684	0.251549237752	0.614607230568	0.130186636119
t	3.03827408633e-07	2.08716787534e-06	2.29470156939e-05	0.00398475541561	0.245559353584	0.652049203523	0.0983813577063
i	1.01486506794e-07	7.69851625633e-07	8.39485472818e-06	0.00136060828512	0.0871685104313	0.670849734508	0.240611912569
k	3.6652569014e-08	2.99739719064e-07	4.21635990627e-06	0.00064253835829	0.0599161083804	0.681881191503	0.25755561619
o	1.5049211932e-08	1.43183040088e-07	2.82385729349e-06	0.000403603164797	0.0508991275868	0.557256977168	0.391437284063
</S>	7.549349857e-09	7.1938105644e-08	1.41268333384e-06	0.000202521635448	0.0256329709834	0.329793738584	0.644369242032
