 	hai	già	mangiato	</S>
ì	0.787303805	0.2016737785	0.0023803303246	0.008642087909
s	0.763252055	0.2189086295	0.00416838399127	0.013670959909
e	0.584769528333	0.3925427365	0.00705818116376	0.0156296019263
g	0.237418506738	0.422889919167	0.317057282555	0.0226343159321
i	0.0792218079993	0.301401766722	0.507448694185	0.111927711977
à	0.0264749113181	0.329635852241	0.503020378062	0.140868827326
f	0.0172376679644	0.29303952408	0.608422806021	0.0812999911087
a	0.0141201136075	0.20978379326	0.535416092007	0.240680015703
m	0.00476337689187	0.09429433632	0.613973687336	0.286968571234
è	0.00164492322456	0.0575285651067	0.815978429112	0.124848052078
n	0.000549440577587	0.0271164490356	0.845817856371	0.126516266359
a	0.000183804284651	0.0138521021762	0.551388838124	0.434575258786
</S>	9.19023123078e-05	0.0069327733346	0.287425778062	0.705549529393
