 	era	molto	stanco	</S>
ì	0.973406725	0.0240761385	0.00086449450015	0.00165260607411
o	0.951407088333	0.0470274308333	0.00101112360015	0.000554329426779
n	0.872097542778	0.125992336944	0.00163748746672	0.000272643094926
e	0.548350445326	0.449692002315	0.00174168125557	0.000215894051642
p	0.184514458275	0.482630515705	0.325124965185	0.00773003313721
o	0.0626025376167	0.492607193502	0.434284724062	0.0105055026891
d	0.0568195919639	0.734985887834	0.202029530354	0.0061649425397
d	0.075475098988	0.785152409278	0.133094671451	0.00627777584657
h	0.0458354850293	0.892350366426	0.0569711215503	0.00484299814886
ì	0.0154775007831	0.854043915475	0.0735599469168	0.0569186052496
s	0.00560203663437	0.810822031825	0.0878888373056	0.0956870364165
t	0.00220005425696	0.571470470175	0.294240350769	0.132089083472
r	0.000737374525153	0.205025959625	0.436945416923	0.357291247824
à	0.000254486663718	0.112417781542	0.325810838974	0.561516882608
k	0.00224476401591	0.141025318847	0.460305479658	0.396424452269
k	0.00290027333585	0.119924736992	0.732721526553	0.144453471156
o	0.00096696927809	0.0403014447402	0.581485434518	0.377246152719
</S>	0.000483486892441	0.0201543599194	0.312279955759	0.667082226359
