 	volevo	Maria	domani	di	venire	da	me	</S>
ì	0.961948305	0.00117062442125	2.38418394121e-05	0.00043747772326	1.37043802198e-06	0.000647338355482	0.00183926010085	0.0339317470039
t	0.915665325	0.0621541129213	0.00155286510441	0.000451897196593	2.90481513553e-05	0.000834157788815	0.00118239850085	0.0181301526706
e	0.896208941667	0.0864955556404	0.00206358814174	0.000461582673864	3.82876747564e-05	0.000902619429272	0.000964111503017	0.0128652568202
l	0.638775270556	0.21425361988	0.0112629763875	0.0181011745463	0.000826060977223	0.0161124949761	0.0497737707037	0.0508945812034
a	0.277931423519	0.480034096627	0.0569727571292	0.0299324591821	0.00200562332574	0.0226042643254	0.0662491155512	0.0642702552678
e	0.14889491904	0.547993375542	0.209093202376	0.0244654560607	0.0150725446419	0.00971854177513	0.0223755282571	0.0223864498559
M	0.0606314782133	0.615048168514	0.221456911125	0.0306551830202	0.018759609924	0.0143091582584	0.0295318571757	0.00960764385197
a	0.0410371080711	0.772087722838	0.0989218557083	0.0271317330067	0.00695266818467	0.0162985232528	0.0322125112586	0.00535785322732
r	0.337910447357	0.572981495613	0.0540461446594	0.0121786871856	0.00277969122989	0.00670378295427	0.0112090765962	0.00219061601911
ì	0.426963178552	0.361193466538	0.154515315976	0.0405389775785	0.0069309770783	0.00345694452142	0.00479265404207	0.00160845890637
a	0.144228315058	0.270997259446	0.236177188659	0.317346959193	0.0211336133594	0.00484335450714	0.00287756303069	0.00239573416879
à	0.0480899500319	0.0969021067487	0.393599079553	0.415498486398	0.0374843814531	0.00469071886905	0.00152663144356	0.0022086077896
v	0.0171976084496	0.0640067665829	0.401701656851	0.292983838799	0.0331544638177	0.019109130823	0.0319159037645	0.13993058103
v	0.0295150690165	0.0471383653343	0.137976978092	0.306278976266	0.0143038464192	0.0549202466077	0.0602072455882	0.349659240343
r	0.0324845291248	0.0158355566891	0.0461380021457	0.470760028755	0.00557663325307	0.0849777672026	0.0497303595294	0.294497117448
i	0.0108478942487	0.00529628721472	0.0160070886886	0.581163619585	0.0664274177177	0.132419779068	0.0354732308431	0.152364669816
n	0.00519469397063	0.00178751702893	0.00628882986287	0.529214149862	0.107553205906	0.188569419689	0.060979521281	0.100412666272
a	0.00331002913922	0.000618146421877	0.00392472025429	0.369784313954	0.259241555302	0.22264802323	0.0855780437603	0.0548951810907
r	0.00151155982875	0.000960166342859	0.0030019466181	0.157500258651	0.292067984767	0.327686897743	0.182552064587	0.0347190976969
t	0.00318809080958	0.00107771703795	0.00133738320237	0.0910565728837	0.101532100989	0.521263565914	0.227373699862	0.0531708805656
i	0.00333877787294	0.000363191664625	0.000485028012457	0.0480582652946	0.052871546063	0.626310588638	0.158015694954	0.110556940189
s	0.00277524612739	0.000133974606517	0.000216352609486	0.0214927640982	0.0370855209543	0.564749536213	0.274706611651	0.0988400007297
e	0.00258738727856	5.75638621023e-05	0.000113634273162	0.00951319983273	0.0152800802514	0.416452855404	0.42499915055	0.13099614091
m	0.00107383647895	9.47776006308e-05	6.84732377207e-05	0.00456794394424	0.00724088326047	0.346262421801	0.503004333517	0.137687357637
è	0.000569862478217	0.000110794326544	5.74321012402e-05	0.00262701364808	0.00271293779682	0.2905318406	0.635859714506	0.0675304412123
n	0.000195316014972	4.1234240848e-05	4.40879090801e-05	0.00131370398269	0.00114628420227	0.2564059702	0.674290151502	0.0665632684041
a	6.99198616083e-05	1.44268115052e-05	1.54253816267e-05	0.000676609531563	0.000511646890757	0.199045865067	0.487587557167	0.312078499468
</S>	3.49606852306e-05	7.21382908635e-06	8.25272871335e-06	0.000343971121782	0.000344755075378	0.104856910034	0.340869388584	0.553534449734
