 	lo	ho	finito	di	fare	</S>
t	0.579992955	0.0226613085	0.1479314535	0.008336984125	0.0229389638975	0.218138312777
o	0.779140315	0.0368774218333	0.100484310167	0.00307618055833	0.00768829917083	0.0727334578877
s	0.652730025	0.109777757278	0.207803270056	0.00255630568611	0.00283796818694	0.0242946895169
p	0.577929061667	0.112409013259	0.297126683352	0.00221621686537	0.00121932228231	0.00909973074897
ì	0.427932309889	0.34050549192	0.224256166117	0.00136756289179	0.00137438929077	0.00456408908299
c	0.15129694363	0.41337002224	0.413416960372	0.00293491646393	0.00332921326359	0.0156519077277
c	0.05437021661	0.139287930813	0.774844373457	0.00488283395464	0.00410693318786	0.0225076765759
e	0.0328077179367	0.180678398738	0.759720731152	0.00513208118488	0.00354836482929	0.0181127198586
t	0.0292493086456	0.194817546779	0.756224013717	0.00395028619496	0.0023421602431	0.0134167056195
s	0.0138166290485	0.0666870693597	0.909666907906	0.00231278797832	0.00103900041437	0.00647761003983
a	0.00480044240817	0.0238461016866	0.699428695969	0.199273582306	0.00290916197146	0.0697420145133
a	0.00161414829972	0.0094139298622	0.34097001199	0.535866960769	0.00420990825715	0.107925016171
t	0.00066455683824	0.00457258052073	0.362952210663	0.572314720256	0.00386292978572	0.0556329647237
s	0.00349620041275	0.00937158544024	0.537798736888	0.341934443419	0.0340791831619	0.0733198462412
è	0.00432063090403	0.0100170407141	0.389999597629	0.42770745114	0.0726728577206	0.0952824454137
k	0.00159658947779	0.00494656647203	0.20545804121	0.578079017047	0.135708522574	0.0742112664712
à	0.000688948287197	0.00330366372401	0.147538119737	0.423365479016	0.302845794191	0.122258000157
m	0.000231092570866	0.001550297208	0.212656755912	0.322718223005	0.32700806473	0.135835586719
i	7.8051262427e-05	0.000903011294478	0.229744767427	0.222690552668	0.188957591577	0.357626028906
</S>	3.90261036211e-05	0.000451543384956	0.114917606899	0.131934558834	0.139654050789	0.613003214453
