 	dovevo	comprare	il	pane	</S>
ì	0.99725743	0.000198873508	3.6172040052e-05	0.000296542114303	0.00221096120565
c	0.864414543333	0.096095872386	0.0151387500767	0.0088135407343	0.0155372770723
h	0.500951251111	0.399651010795	0.0482942733589	0.0128763736114	0.0382270756908
a	0.418450797037	0.491222950265	0.0525831637863	0.00611851307047	0.0316245806303
n	0.387042109679	0.357431130088	0.239058950595	0.00479751085682	0.0116703072768
a	0.140162356426	0.425478276696	0.416297816865	0.0108091382856	0.00725237209227
a	0.0492119475753	0.475640592232	0.449913348955	0.0176541560952	0.00757992869742
f	0.0179070096251	0.302024789411	0.355332562985	0.304536145365	0.0201995262325
o	0.00602991685837	0.116012365137	0.338427500995	0.490777215122	0.0487530354108
r	0.0341096284028	0.169427018379	0.481716500332	0.270127490374	0.0446193487036
à	0.0435546279076	0.184283374793	0.540250076777	0.176940375458	0.0549715031345
s	0.0147565256492	0.074377254931	0.482985858926	0.156026016819	0.271854334378
o	0.00502450038862	0.033982042509	0.267332372309	0.322028457273	0.371632648126
t	0.00167667272763	0.0113383397277	0.24444388677	0.512084355758	0.230456777375
o	0.000560740796622	0.00379022216032	0.221105193257	0.601444348586	0.173099527125
t	0.00019292688142	0.00130784774852	0.175631628752	0.697981896195	0.124885720375
s	0.000443977854807	0.00127096265284	0.201036204251	0.680142552065	0.117106321458
o	0.000521662139355	0.00121442649696	0.109270726317	0.738140570688	0.150852627153
m	0.000182853832204	0.000693901344998	0.041235406339	0.856018733563	0.101869124884
ì	7.01529134913e-05	0.000523853159666	0.0205130547797	0.742097954521	0.236795010795
</S>	3.54332638807e-05	0.000267176396833	0.0145031553898	0.567963527261	0.417230725398
