 	che	consuma	poco	benzina	</S>
n	0.79638782	0.030580379	0.003523236337	0.0184992752612	0.151009226986
a	0.691455096667	0.246486389	0.005487323537	0.00622011373787	0.0503510332129
k	0.346634964556	0.397691493	0.033072694179	0.155627563723	0.0669732672976
o	0.136863633519	0.542857837667	0.0419125827263	0.205606763731	0.0727591472459
n	0.080385874173	0.806461972556	0.0195496015754	0.0690061373337	0.0245963739686
s	0.0691131577243	0.877625757519	0.0150131451918	0.0257915948779	0.0124563268962
u	0.0315468197491	0.749011602506	0.188378760397	0.015215835126	0.0158469797987
m	0.012507133224	0.536160227502	0.312705220132	0.124123713042	0.0145037044996
è	0.006314890788	0.481155345834	0.285096523377	0.188680552347	0.0387526673999
t	0.002467968676	0.401832521945	0.238072087792	0.213225192116	0.144402202467
s	0.00109394905867	0.273483030648	0.182600292597	0.245415527372	0.297407200822
i	0.000431476195833	0.150701309783	0.416593264199	0.152453151124	0.279820836941
a	0.000144260149054	0.0508678816277	0.732768804733	0.0807188823747	0.135500222314
l	8.65753638513e-05	0.0186345345426	0.585105854911	0.330716337458	0.0654567207713
ì	7.61713686171e-05	0.00821099184753	0.251760348304	0.633224745819	0.106727730257
o	3.46395453912e-05	0.00342440512384	0.175148216101	0.54314468194	0.278248013419
b	1.64087423159e-05	0.00123776884261	0.1393524187	0.59702349398	0.26236986714
e	1.03321911278e-05	0.00050565893187	0.0585981056333	0.711643751327	0.22924212838
n	0.000407184062065	0.000309059461623	0.0233474672778	0.747227237109	0.228709082793
z	0.141218992721	0.0504077214139	0.0215848784259	0.69432471237	0.0924637405977
ì	0.187755383878	0.0670568254513	0.0205829384753	0.590978337457	0.133626529866
n	0.0625886224306	0.0229285222304	0.0214548294918	0.702333395819	0.190694649955
a	0.0208635090104	0.00812993620548	0.0191490410639	0.53588505194	0.415972486652
</S>	0.0104317545549	0.00406497814576	0.00974058588195	0.30809018097	0.667672523326
