 	vuole	andare	a	Lecce	</S>
i	0.673270435	0.151493313	0.023269934	0.0255992994	0.126367082873
t	0.792219021667	0.144884743667	0.0120606735767	0.008710648388	0.0421249756482
è	0.639542013889	0.271341963889	0.0256275581022	0.0461096191173	0.0173788819911
l	0.514853311296	0.378018257963	0.0314192995341	0.0586344877324	0.0170746773304
i	0.426127003632	0.498109189321	0.0402329213447	0.0213454230708	0.0141854855768
n	0.147366882744	0.76795649644	0.0703545357816	0.0090063953336	0.00531566253227
a	0.0543434898223	0.804206932147	0.125460823927	0.00759433028787	0.00839436971742
p	0.0192021235151	0.699882100716	0.259305117976	0.011819419096	0.00979121137247
à	0.00768983773837	0.516646696905	0.384945095992	0.0797487186987	0.0109696352575
i	0.00276844746941	0.286719726635	0.553366398664	0.115069335233	0.0420760890858
L	0.00319006027975	0.168309413212	0.532705556221	0.231717354078	0.0640776296953
u	0.00333057125537	0.119081551737	0.533807575407	0.267860489359	0.0759198178984
p	0.00134449759058	0.0610244712457	0.736015538469	0.13582132112	0.0657941799661
p	0.213777115007	0.115684020415	0.566364122823	0.0771033295133	0.0270714136887
ì	0.284402579306	0.118973664805	0.263349737608	0.314628345644	0.0186456599296
u	0.0948496704356	0.0418170164223	0.131547797536	0.568454515215	0.163330995643
n	0.0322311086754	0.0142913110614	0.100824994179	0.525408871738	0.327243701881
a	0.0113582541479	0.00510823516763	0.0801257831597	0.356297736246	0.547109960627
</S>	0.00567913070808	0.00255537165457	0.0406009042299	0.208101036623	0.743063530314
