 	forse	stanno	ancora	svegli	</S>
f	0.93607873	0.05942097178	0.003175128834	0.001012836318	0.000312330005
ò	0.934924676667	0.06063650676	0.00317378837697	0.000991127640333	0.0002739133008
r	0.644387085022	0.328857217087	0.00505889382462	0.00544226491444	0.0162545355861
s	0.215515524806	0.749495139029	0.00570698813821	0.00693941521815	0.022342899662
i	0.0718400195773	0.91009151301	0.0061323049094	0.00268759665272	0.00924851452067
s	0.0239492887874	0.953264054337	0.0173291076365	0.00127579130757	0.00418172176356
t	0.00798539815323	0.972915534779	0.0171005171888	0.00045022863719	0.00154833801119
è	0.00266317976528	0.67348343826	0.238917042373	0.0424473663237	0.0424890053371
o	0.000887925163163	0.248046690087	0.616555447458	0.0679418961079	0.0665680584457
n	0.000296208120834	0.095930789029	0.836193602486	0.0347239230693	0.0328555073886
e	9.89573904788e-05	0.037875800807	0.730639977495	0.207521478056	0.0238638230362
a	3.29901522587e-05	0.0126450217363	0.500852559165	0.459204826019	0.0272646206787
n	1.16865362612e-05	0.00518297551543	0.623460896388	0.35538170334	0.0159627321596
k	0.00902344105895	0.294064101438	0.553672542129	0.136739142447	0.00650076238653
ò	0.012033478013	0.390301521279	0.247888487376	0.307912857482	0.0418636641955
r	0.00401796992489	0.20485250456	0.241315612459	0.491702745827	0.0581111783985
a	0.00133932924998	0.142135476799	0.199673916153	0.615018698609	0.0418325864662
a	0.00044644318536	0.0473791609546	0.0700879474843	0.822007066203	0.0600793741554
t	0.00014881650188	0.0158086087356	0.145772042595	0.780807788734	0.0574627187185
s	0.000122316473143	0.0720190412529	0.237347027532	0.502118969578	0.18839262824
ù	0.000113534432964	0.0907416362848	0.147602878044	0.518630229859	0.242911717747
n	3.7905968508e-05	0.0303751949055	0.055966526548	0.805782559953	0.107837812582
n	1.26714794027e-05	0.0102626548235	0.024540671866	0.867719569984	0.0974644125273
i	4.25218742637e-06	0.00343137785863	0.00837073015867	0.654277843328	0.333915794176
t	1.4183981834e-06	0.00115961805368	0.00515344890622	0.527403417776	0.466282091392
i	4.73766271429e-07	0.000402214702863	0.00404539714874	0.403583893592	0.591967990464
</S>	2.36889882459e-07	0.000201157236386	0.00203912884437	0.208268303296	0.789491145232
