 	mia	figlia	vuole	andare	</S>
i	0.521485815	0.33094301	0.008395895	0.01508334036	0.124091887196
k	0.311168621	0.62820127	0.0068870128	0.0110120970267	0.042730984529
i	0.120017371	0.681161623333	0.172244430733	0.0107501188422	0.015826463743
a	0.0525081054333	0.578047307778	0.357953803578	0.00571102641407	0.00577976981433
t	0.215653535578	0.411226518259	0.366812227859	0.00395815523802	0.00234957231811
è	0.270538429326	0.42336698842	0.28658946262	0.00979543787934	0.00970970748604
r	0.0944524189087	0.685220762807	0.150324301873	0.0137820499598	0.056220507162
a	0.0341351216852	0.601154580936	0.274287661624	0.0167450519866	0.073677591054
m	0.0116799132773	0.605078253645	0.321139133875	0.0264065979955	0.0356960965513
u	0.00419496516007	0.521551027882	0.409162801292	0.0352424539985	0.0298487520504
i	0.00139889013092	0.186261258861	0.740320510431	0.0343462789995	0.0376730416835
t	0.00047099901057	0.064037027187	0.887483403477	0.0249116053332	0.0230969370945
è	0.000210680840523	0.024498527129	0.721646791159	0.194619306444	0.0590246602315
l	0.000288792410174	0.288641692443	0.35572561772	0.267041705481	0.0883021667438
i	0.000265806948416	0.374404301339	0.17238877124	0.39403585516	0.0589052642479
n	0.000112443296164	0.124869363874	0.30823760508	0.533792878387	0.032987692216
a	6.13000038005e-05	0.0416719051987	0.325575880027	0.597965666129	0.0347252245387
p	0.000170842934679	0.0144830462702	0.126332238342	0.824481352043	0.0345325243129
à	0.00020998765656	0.00551432244673	0.0567329714473	0.905917224014	0.0316254872376
i	7.26274910427e-05	0.00193451478128	0.0285845121491	0.725826311338	0.243582017079
</S>	3.63143063054e-05	0.0009673381042	0.0188193705745	0.537820375669	0.442356588539
