 	viene	fabbricato	</S>
è	0.79698235	0.201232056	0.00178562222362
r	0.591005876667	0.406149389333	0.00284475959028
k	0.533075568889	0.463620313111	0.00330411283009
e	0.818273506296	0.17976795037	0.00195853271003
t	0.730907378765	0.26654451279	0.00254812300334
e	0.462802102922	0.52005167093	0.0171462148678
f	0.235319810641	0.610271723643	0.154408430956
a	0.104290876547	0.669976774548	0.225732346985
b	0.0852636555157	0.797050104849	0.117686291995
b	0.359106018505	0.599909451616	0.040984557237
r	0.499019552835	0.483411153872	0.0175692739843
i	0.244980886978	0.713906184624	0.0411129126614
k	0.0823261538093	0.869058641541	0.0486152032205
à	0.0315449243864	0.91741282718	0.0510422534068
t	0.0666162991288	0.732664855727	0.200718857802
o	0.0744763022013	0.400840215242	0.524683495934
</S>	0.0372448248381	0.242338432621	0.720416747967
