 	Valeria	legge	il	giornale	</S>
e	0.99112145	0.00544768282	0.0032256611025	1.02573535e-05	0.000194825752265
V	0.76926063	0.04754501094	0.182831426368	0.000287115391167	7.5739077265e-05
a	0.367773679273	0.06748094298	0.561545198789	0.00198569983039	0.00121447061742
l	0.245593629031	0.236175560327	0.512822989596	0.0033843383768	0.00202348513914
è	0.217235059677	0.473926576776	0.273803773199	0.0103573996923	0.0246771979797
r	0.0851734176923	0.538678162259	0.264411187733	0.0122603594974	0.0994768893266
i	0.0287231393905	0.371222616286	0.467549782578	0.0173659784325	0.115138488109
a	0.00957438946292	0.126296481595	0.759089494193	0.0426671761442	0.0623724213697
m	0.00319757987166	0.373493554498	0.553336878998	0.0393325872147	0.0306393666232
e	0.00107197317176	0.456396779666	0.452169120599	0.0481959009049	0.0421662347077
l	0.000470470580794	0.464917721389	0.4371376502	0.0514682675683	0.0460059305359
e	0.000269969566877	0.466919332863	0.418169280067	0.0709147931228	0.0437266324786
t	8.99931863978e-05	0.155926128498	0.710681343356	0.0893121310409	0.0439904071595
à	3.91922112928e-05	0.0705311546427	0.590184537785	0.15332311368	0.185922052053
o	2.22555463684e-05	0.0420243427449	0.245936757595	0.417450657893	0.294566027351
g	3.59242097269e-05	0.268534218779	0.115027257532	0.452869505964	0.16353312545
i	4.04804597391e-05	0.344037766528	0.0598473555107	0.398982501988	0.19709192815
o	1.34935345971e-05	0.114679899514	0.0249339231702	0.587448033996	0.272924692717
r	7.07144063863e-05	0.0661131269071	0.0458393827234	0.726217077999	0.161759757572
n	8.98841345088e-05	0.0499294428754	0.0570845942411	0.665580559333	0.227315575857
à	3.04438799496e-05	0.0166699881948	0.0295611820804	0.495145829778	0.458592591952
l	0.000176197109383	0.217226869395	0.129538778027	0.282673432026	0.370384756984
e	0.000224395146074	0.28405761338	0.158215948636	0.119875642775	0.437626425328
</S>	0.000112197587457	0.142028857063	0.079211518258	0.0957879513875	0.682859482664
