 	è	che	è	entrato	da	qui	</S>
è	0.9614506	0.014202681365	0.00010747785043	0.000901026994945	0.00097794105447	0.00237453201408	0.0199856900579
n	0.896321353333	0.026794283455	0.0117311275304	0.0246993831949	0.00901043505447	0.00404003754742	0.0274033817246
a	0.570788750444	0.258807627818	0.0182126861768	0.0910651843983	0.0260327050182	0.00513308371581	0.0299599833415
m	0.210585216004	0.324972655606	0.0098602516256	0.134518534799	0.0354517856727	0.124096545772	0.16051501888
b	0.0913950905237	0.162027754869	0.00641767464187	0.3225574016	0.0284243675576	0.163713667357	0.225464027627
ì	0.0516788853946	0.22286801829	0.193643427414	0.352599274867	0.0230105658525	0.056922622219	0.0992771848757
k	0.0172499124682	0.19367520353	0.256864612805	0.423886099289	0.0321661976175	0.024406902073	0.0517510976252
e	0.00575799879629	0.0674437406767	0.095582428935	0.518276423096	0.242593147206	0.027930387691	0.0424158962084
a	0.00191935423477	0.0231816355256	0.0454379839783	0.283544161032	0.560847969069	0.0382211025637	0.0468478074028
p	0.000641887210043	0.00808268969953	0.0215427843118	0.250315170344	0.506301613023	0.163803514188	0.0493123558009
ò	0.000216076329008	0.00288855785751	0.00924595565627	0.221677649115	0.467499764341	0.261327358063	0.0371446176003
t	7.2063358339e-05	0.00120668919917	0.00525980344876	0.093368043705	0.54604522478	0.247458192688	0.1065899682
t	2.4035891771e-05	0.00046282104339	0.00188693079475	0.042726332235	0.403811061593	0.241028437563	0.3100603994
u	8.02138129747e-06	0.00015822057524	0.00063555018775	0.0159963527983	0.238662583864	0.230432212521	0.514107066467
</S>	4.01117173693e-06	7.9318533285e-05	0.000325231005375	0.00818214547915	0.164097591932	0.240518656261	0.586793033234
