 	nella	pasta	vuole	sale	</S>
s	0.858130755	0.085097528	0.0353100152	0.0138038395	0.0076579307
t	0.837978808333	0.109398969333	0.0354286431667	0.0134706600067	0.00372298753333
i	0.595003328444	0.234461493111	0.160969845822	0.00799210917557	0.00157328789778
p	0.213335336981	0.255325062037	0.300142315274	0.205972179725	0.0252251335193
à	0.076826928827	0.187815018346	0.389532295091	0.301354239908	0.0444715285064
s	0.0818177009423	0.352067149449	0.384335001697	0.136326349969	0.0454538415021
t	0.0847102973141	0.625252616483	0.201171991899	0.0500138650897	0.038851255834
a	0.0346246986714	0.520689673494	0.276026751966	0.107936713463	0.0607221159447
t	0.0148142554571	0.215402109165	0.571795403989	0.134091057488	0.0638970931482
è	0.00781891869037	0.112291962842	0.491764410663	0.272616138829	0.115508525549
l	0.0118002144348	0.153898784067	0.338416079554	0.324793066276	0.17109187185
i	0.0131258659668	0.16770238798	0.268375684185	0.326675008759	0.224121087283
à	0.00439523161017	0.0559142085441	0.093709627395	0.570266786253	0.275714172428
l	0.00161770009606	0.019698748508	0.0580539741317	0.723064712084	0.197564847476
a	0.00067267465622	0.00761572086747	0.0430121843506	0.548911424028	0.399787975825
</S>	0.00033681462441	0.00380969288093	0.0215941266353	0.322805842014	0.651453537912
