 	il	vestito	della	sposa	deve	essere	bianco	</S>
o	0.315851415	0.0640477445	0.3138680938	0.00105976295	0.000152852115	0.0018959888715	0.05443946875	0.248684706349
à	0.418860271667	0.161924006167	0.3161520506	0.000741281930667	6.70421591e-05	0.000646235272133	0.018712955813	0.0828961961559
b	0.365408819222	0.270536742056	0.1165005582	0.00152096179089	0.00116076530713	0.00809712099134	0.198204775667	0.0385702638591
b	0.149141648407	0.495475467352	0.0522351407333	0.00185885405696	0.00154069492838	0.0105983393028	0.258134750346	0.0310150816197
e	0.0762000337357	0.782303489117	0.0328182302444	0.000778850255653	0.00053266181746	0.0035543863036	0.0861983128553	0.0176139814232
t	0.0313169088452	0.616204606372	0.314079640748	0.00206638806188	0.000186612159487	0.00127206567487	0.0288685129351	0.0060052054744
o	0.0151538541245	0.244136997457	0.701140680249	0.026251595154	0.000708969858162	0.00063472846829	0.0098202894317	0.00215285830813
u	0.0050586014176	0.0898525694857	0.79329022675	0.100894791718	0.00582918355272	0.00072923108943	0.00347851593723	0.000866880359377
k	0.0017755292392	0.0354733861619	0.54497584225	0.128711897239	0.00924727758424	0.0126229743965	0.261149517352	0.00604360467646
o	0.000678351328733	0.0151412743873	0.230611212417	0.33151235908	0.0388442179281	0.0220326071322	0.350681799117	0.0104982218922
r	0.0346735101252	0.0288561591291	0.228941369139	0.47154553636	0.0703387226427	0.0321923867107	0.125763178039	0.00768917963073
a	0.0460026760804	0.0328507236837	0.209343018046	0.552719495453	0.0748313408809	0.0321775992369	0.0477714339797	0.00430373517691
s	0.0170745642988	0.0115427839019	0.109804002682	0.604105971818	0.174228373627	0.0622201907456	0.0188554782932	0.00216863245897
ì	0.00743288151467	0.00450606711063	0.0714681835607	0.354115473939	0.438104601209	0.110293266915	0.0107937094311	0.00328577958632
u	0.00247867891679	0.00157334094564	0.0249457855669	0.201593954646	0.582407583736	0.164355338972	0.0120956731437	0.0105496068621
è	0.000826268115956	0.000525000896513	0.00852230293163	0.122178294415	0.635077611245	0.209526152991	0.0116160837146	0.011728234954
n	0.000282709360177	0.000175927375371	0.00297020766321	0.044952615005	0.586104507082	0.336722557664	0.0111467422382	0.0176446436513
a	0.000101497158462	5.93103561847e-05	0.00111141818664	0.018585591766	0.316330891694	0.604544919221	0.0353093264127	0.0239569795504
n	6.10950698907e-05	1.98979996392e-05	0.000384795666447	0.006292581693	0.130801571898	0.805665106407	0.0427224508042	0.0140524841501
e	4.76258221464e-05	6.76040369307e-06	0.000143491527816	0.002199929693	0.063321345966	0.777647925469	0.142760248935	0.0138727130167
à	1.58959362956e-05	2.31906184102e-06	5.01144230387e-05	0.000762183799667	0.036836723322	0.737280331823	0.208151749645	0.0169007306722
s	0.000101491735496	1.08232495937e-05	0.000454294811113	0.000440925993222	0.0360286181073	0.716536077274	0.226769463215	0.0196583168907
p	0.000285660901832	3.03327405312e-05	0.000734624593704	0.000357411187741	0.0237064988158	0.430718594091	0.526051467738	0.0181153934636
r	0.000251292807577	2.80683876104e-05	0.000496178254568	0.000185388939247	0.00810300944527	0.174786774697	0.702189605913	0.113959665655
o	8.4204398629e-05	1.05943867068e-05	0.000270568727023	0.000100189925682	0.00286082091909	0.102914373232	0.446368083304	0.447391161885
</S>	4.21383580195e-05	5.3142119584e-06	0.000135808576762	5.1908931741e-05	0.00143718302555	0.073342396616	0.246950188652	0.678035055943
