 	il	ladro	poteva	entrare	da	qui	</S>
o	0.66790455	0.0049894043	0.000912576045	0.0056168715	0.0084448955	0.03011046326	0.282021267499
l	0.562247864333	0.0180070049667	0.00125027744833	0.0760284933333	0.0406661965	0.190134456593	0.111665728499
à	0.207363479111	0.337224080322	0.00810861514944	0.0990869485578	0.04997120763	0.243347094394	0.0548985816353
d	0.079756818237	0.472324426774	0.0132899283831	0.0387775599659	0.0244728620067	0.0905592266613	0.280819205014
r	0.0366866096123	0.203348383925	0.018335946461	0.0204174224553	0.0165032248356	0.0408127436871	0.663895701671
o	0.0219718260474	0.0716487643083	0.33847694882	0.0139308349518	0.0089578324452	0.015265012929	0.529748837057
ì	0.00762208301913	0.0277141674361	0.747831249607	0.0260063586506	0.00763996548173	0.005756644643	0.177429611452
s	0.00409139896638	0.0115133414787	0.573719707202	0.191869221884	0.0677946858272	0.0205042793143	0.130507409751
o	0.00286789715488	0.0045324998229	0.417072659734	0.280758420628	0.144803591942	0.0299373701048	0.120027577584
z	0.000957222051617	0.0015133618367	0.353695577111	0.427941453543	0.122113739981	0.0411793497016	0.052599347528
e	0.000320348067619	0.0005060307399	0.131822702904	0.508895974514	0.267621579327	0.0553878572339	0.0354455365093
è	0.000107280807273	0.000175773649233	0.073594840968	0.398146774838	0.447474593109	0.049561913078	0.0309388181698
m	3.64522651777e-05	6.80137057443e-05	0.0404843984127	0.446341884946	0.433061981036	0.0440451133593	0.0359621620566
b	1.36749557259e-05	2.55803813314e-05	0.0138137700209	0.324232103982	0.418989343679	0.13311009012	0.109815434019
i	5.67264068863e-06	8.60151880767e-06	0.00479816750363	0.116962830837	0.41708759456	0.29096037004	0.170176744673
a	2.06286780954e-06	2.99046952642e-06	0.00258855460454	0.0395570593757	0.42550432152	0.322302520013	0.210042438224
p	1.54478190318e-06	1.13212384881e-06	0.00179267153465	0.0320946437119	0.34574297384	0.441184263338	0.179182747741
ò	1.85109810106e-06	3.03402781294e-06	0.000752356078017	0.0309345142373	0.22571416128	0.657197387779	0.085396714247
t	1.37350736702e-06	3.66706298331e-06	0.000430392534672	0.0127793552458	0.218268800427	0.629373735926	0.139142698082
t	7.39522439007e-07	1.23751893077e-06	0.000182640756891	0.0051462659026	0.169871762809	0.462205251975	0.362592139361
u	4.24318460669e-07	4.17524363823e-07	8.18989719637e-05	0.00172768006157	0.0642811612697	0.308484377325	0.625424079787
</S>	2.16183076835e-07	2.11990676262e-07	5.11645104819e-05	0.000864275190835	0.0333335471348	0.229818428663	0.735932189894
