 	mio	padre	ha	lavorato	sempre	</S>
o	0.6029208	0.091456229	0.0031565853	0.010721002	0.03361766295	0.258127733582
c	0.469372310937	0.112116736333	0.0030787533	0.122767978333	0.195850549617	0.0968136869154
i	0.266284967916	0.177640442111	0.0776915053	0.182764276111	0.252525703539	0.0430931210451
ù	0.302300942639	0.336634070704	0.1685803851	0.089094250037	0.0883801557797	0.015010222755
r	0.206347524213	0.569677720235	0.127450314367	0.0331853231123	0.0366439438599	0.0266951579183
i	0.0706326894443	0.595830870078	0.236851704122	0.0425405694708	0.0211408982866	0.0330032163061
m	0.0236507667214	0.603727473359	0.278453941041	0.0512415758236	0.0283482444289	0.0145779792354
m	0.0080391888638	0.828770604453	0.102660597127	0.0263216429412	0.027969237163	0.00623875764513
u	0.00280389074793	0.641661918151	0.275959409489	0.0601480259804	0.0136885404077	0.00573826798171
è	0.000961776937643	0.25140511555	0.64281667983	0.0884334896601	0.0107145686692	0.00566838866057
p	0.000356754237548	0.240762498017	0.559697353277	0.121770980887	0.0522842267564	0.0251281745535
o	0.000146034416214	0.234841741907	0.226652996092	0.418951013629	0.0795126769188	0.0398954998512
l	5.5719431103e-05	0.113627859871	0.0866181006973	0.70593666121	0.0695558969729	0.0242057219504
e	2.56167249753e-05	0.0732068789787	0.0371113814658	0.768868463737	0.0963771023243	0.0244105276501
m	2.95555922661e-05	0.0273788103479	0.0153206527219	0.819747194579	0.114089604108	0.0234341940167
i	3.08688139774e-05	0.012097030595	0.00735576172063	0.717301771526	0.226021621369	0.0371929761389
m	4.27290565478e-05	0.005233267944	0.00359391788688	0.640405010509	0.308939330456	0.041785741413
m	0.00114522001885	0.184221448248	0.00226955086229	0.60552445017	0.191854714152	0.0149845754377
è	0.00148527255662	0.242846784766	0.00223101138743	0.388144390057	0.323941028717	0.0413514707459
n	0.000500212751313	0.0811567266953	0.00204579820248	0.254308840019	0.559913742906	0.102074663582
a	0.000166874838151	0.0270990549311	0.00072614382595	0.17090894934	0.569859927635	0.231239027861
p	5.70439837574e-05	0.009141552433	0.000252994303107	0.09470307778	0.662470899212	0.233374411287
à	2.05458820625e-05	0.00316046645867	0.000128776280369	0.0664680191267	0.812054463071	0.118167719096
n	6.98373350083e-06	0.00106425246456	8.4642020123e-05	0.0524337275756	0.835639074357	0.110771279699
t	2.36773801928e-06	0.000362057295853	3.66113134177e-05	0.0490953115252	0.716360348119	0.234143246566
a	8.06513832493e-07	0.000121981983304	1.25420236392e-05	0.0187950173084	0.444153447373	0.536916155522
</S>	4.03694531847e-07	6.09943731817e-05	6.3035155046e-06	0.0095115803542	0.265898285686	0.724522377761
