 	non	sono	ancora	vestita	</S>
e	0.653718535	0.317465005	0.008170523	0.000897573985	0.0197483266383
n	0.488999368333	0.485404241667	0.018583028	0.000402825605	0.0066105166083
ì	0.288449555111	0.690569047222	0.0184671944	0.000246951560333	0.0022672277461
m	0.113680058137	0.844748382407	0.0221535705333	0.00238249332544	0.0170354681554
e	0.0382725718995	0.621990080802	0.279467478511	0.00717976210848	0.0530900827185
a	0.0127577320502	0.249785066967	0.67578122617	0.00879511493616	0.0528808697395
n	0.00425274252192	0.089068757689	0.869524208723	0.0153835988787	0.0217706872132
k	0.0038976312493	0.33529150123	0.626555118574	0.0228878512929	0.0113678813711
ò	0.0037932320291	0.443037643743	0.269069708525	0.164739346431	0.119360070957
r	0.00127853832868	0.244364071248	0.300079656175	0.250003442144	0.204274280319
a	0.000426200430894	0.147840558972	0.279648290058	0.354955007381	0.217129940106
e	0.000142071347001	0.04928811573	0.141453068019	0.50571910246	0.303397623369
n	4.7402616399e-05	0.016449555615	0.10611516134	0.639828567487	0.237559286456
d	0.00168072611785	0.197384504726	0.138004632447	0.580419349162	0.082510776052
i	0.00222512648957	0.257683595232	0.127000924616	0.464180856387	0.148909487251
m	0.000742703705314	0.0870952333009	0.0506795880053	0.691042908796	0.170439573984
è	0.000248605271298	0.0302618372723	0.0261559146684	0.826484226265	0.116849426228
n	8.29113533539e-05	0.0102726402094	0.0267093352228	0.813775188755	0.149159902076
i	2.76373426708e-05	0.00358003348096	0.0257272082156	0.545316665252	0.425348437359
</S>	1.38186808228e-05	0.00179001758721	0.0128724723198	0.286232736126	0.69909096868
