 	non	deve	magniare	la	sera	</S>
e	0.942218625	0.026419947	0.0074045502	0.004843539965	2.5208075328e-05	0.0190881475172
n	0.810088708333	0.167624642333	0.0140401257333	0.001865880565	9.457039128e-06	0.0063712380459
è	0.528909322778	0.450550804111	0.0174417662444	0.000900591428333	8.21340950933e-06	0.0021893253673
n	0.261274722259	0.663642648037	0.0563095380815	0.00902734078278	0.000305133831836	0.0094405972791
a	0.0909671408737	0.572221109346	0.25661338936	0.0272725342609	0.00277366910061	0.0501521004264
f	0.0303478048686	0.291047739782	0.478568659787	0.133237708754	0.00637597403354	0.0604221061421
à	0.0101307664432	0.123506511261	0.609920733262	0.187954926251	0.0135011170112	0.0549859500474
i	0.00338060261488	0.0521662420203	0.476509827754	0.135399095417	0.0311217353371	0.301422490016
t	0.00112692620523	0.0175553584768	0.197083577585	0.323782781806	0.0703438551124	0.390107506672
o	0.00037569955284	0.00593258662467	0.081839726195	0.360391924935	0.288170671704	0.263289392224
v	0.00012932776258	0.00306266240396	0.102748270732	0.384028605978	0.322840492235	0.187190624241
r	5.31120825267e-05	0.00214104514132	0.110089694677	0.517641628659	0.166569062412	0.203505438247
à	2.38048337756e-05	0.00100668994377	0.111749042659	0.38419145622	0.151331617471	0.351697399416
i	8.12728693581e-06	0.00059301880505	0.110558714703	0.208902591407	0.102458750824	0.577478839805
</S>	4.06370408382e-06	0.000296575903215	0.0554459280765	0.114172674703	0.068411017912	0.761669789903
