 	la	casa	la	costruirono	i	muratori	</S>
o	0.36444325	0.45183557	0.00464555555	0.02471102755	0.003688814788	0.00712329566285	0.14355243295
s	0.35759777	0.56895445	0.00717134611667	0.0146405242167	0.00128897008467	0.00247533267618	0.0478715427684
p	0.626674476667	0.338418858667	0.00595872767222	0.0114918945722	0.000484096367057	0.000932607448393	0.0160393360678
ì	0.665846282222	0.319291788222	0.00405703852407	0.0047578369574	0.000195861214519	0.000327143466464	0.00552405853927
t	0.385064139407	0.594258332741	0.00720425217469	0.0023986993858	0.00014681213484	0.000399370379488	0.0105284160364
i	0.142188731002	0.65201810758	0.188429632725	0.00436758659527	0.00012044683828	0.000445791074829	0.0124297350788
o	0.0476749300473	0.373588299193	0.568199110908	0.00550572479842	0.000108173436093	0.00022590226661	0.00469786537627
f	0.0159833942824	0.139702956398	0.539917840303	0.286872746533	0.00443523575536	0.00930899316554	0.00377881674209
a	0.00534867618197	0.0532842863993	0.399488383434	0.518777375511	0.00591332779179	0.0124736767052	0.0047142535807
b	0.00377643139516	0.0527572663998	0.457535141145	0.470830931837	0.00263455063726	0.00870534555173	0.0037603389269
b	0.0859828121317	0.301107182133	0.285511726382	0.316492172179	0.00146218503092	0.00727336676291	0.0021705610323
r	0.111409154461	0.350316758511	0.276783088127	0.25540613896	0.00102476086214	0.00273085311664	0.00232926566743
i	0.0371538090326	0.11787446845	0.509911309376	0.323233479653	0.00432428482071	0.00300363165555	0.00449906045581
k	0.0124261125931	0.0394505802733	0.421237135792	0.503295473218	0.0087523296069	0.0107723322185	0.00406606325194
è	0.00418377927523	0.0133471564744	0.176786921264	0.735774414406	0.047139442869	0.0149874797395	0.00778081028398
t	0.00139641609928	0.00453326367813	0.0848892299213	0.692028824802	0.058107699623	0.115899736913	0.043144820428
s	0.000469418173993	0.00161637793938	0.0327610700404	0.713804841601	0.0218099569743	0.161023212304	0.0685151238093
a	0.000159024184347	0.000610183877193	0.0122893780468	0.555611843867	0.0918766827581	0.199218230768	0.140234666603
n	0.00110132433023	0.000264668389798	0.0112556584823	0.224576977956	0.226129114253	0.376479243589	0.160192990201
e	0.00141542169536	0.000149163344176	0.0103914800274	0.094689761652	0.340637731418	0.448098621196	0.104617784734
e	0.000471883978467	4.99456159253e-05	0.00391731358913	0.0321333652673	0.555274190473	0.328980477065	0.079172792578
f	0.000228050260889	0.000250965825598	0.00905638390971	0.0613853741391	0.571224183491	0.319049439022	0.0388055688593
a	0.000146711450798	0.000318462736033	0.0109963809032	0.0725435923797	0.326190651164	0.504534279674	0.0852698932864
b	0.000696327207435	0.000717060839511	0.00775090556773	0.0295569647932	0.254751033721	0.607411726558	0.0991159696288
b	0.125714456302	0.166243761613	0.0176625208559	0.0218443429311	0.194734988574	0.438018860186	0.0357810797429
r	0.166742932155	0.220852754964	0.0174696771186	0.016110676777	0.101949370191	0.395290184729	0.0815844212476
i	0.055584178473	0.073661304796	0.00607913823333	0.00602949735633	0.0874961417303	0.643292741576	0.127857000416
k	0.018602107578	0.0245662174733	0.00213869768824	0.00218786770278	0.149435635577	0.727273370525	0.0757960899053
a	0.00627474762586	0.00820126961614	0.00083656708608	0.000909630655593	0.157112701192	0.746515146842	0.0801499264018
t	0.00217800126515	0.00273743992342	0.00030140007236	0.000312119451531	0.058428525564	0.850083432281	0.0859590814673
ù	0.000814241646283	0.00092012539114	0.000152227027787	0.000110287745844	0.095219547688	0.78057451076	0.122209073156
r	0.000324826033328	0.000850996560713	0.000245979342596	0.000114734658948	0.302210252563	0.54211208692	0.154141141052
i	0.000159847019063	0.000823886421493	0.000235014697099	0.000114484011649	0.297021704644	0.416816928973	0.284828140351
</S>	7.9923616462e-05	0.000411950412629	0.000118064072899	5.87263238245e-05	0.148840633007	0.396220014487	0.454270695176
