 	non	aveva	dove	a	stare	</S>
e	0.936313115	0.04757978165	0.00240417365	0.00096529203	0.000471802915	0.012265827758
n	0.856976548333	0.119870344983	0.0154632044167	0.00253342951	0.001052823615	0.00410361139567
ì	0.502296474911	0.464140151661	0.0284901481389	0.00265048661667	0.00104310745	0.00137959379872
c	0.192380940437	0.651312460554	0.0269675700463	0.116890801519	0.00267345032833	0.00977472329541
h	0.087557211979	0.601031886851	0.107607234015	0.161145547506	0.00363387900944	0.0390242034318
e	0.0297031257836	0.447718505617	0.370129068005	0.104935446169	0.00550006770315	0.0420137540106
p	0.00990356290403	0.187599155172	0.369788719002	0.152120572056	0.0166824655677	0.263905494204
u	0.00330343110689	0.0633463697573	0.167399982667	0.354693507352	0.0547818185226	0.356474870068
s	0.00110143527162	0.0217054964858	0.133277457556	0.639006969117	0.0641605091742	0.140748102856
t	0.000367667248987	0.00762621999527	0.316680635852	0.579260359706	0.0444394040581	0.0516256671187
a	0.000122789208717	0.00277887362509	0.344584970151	0.303435929902	0.276926389353	0.0721510210396
t	4.09566888907e-05	0.000980632130697	0.131231212917	0.193743516634	0.597303513118	0.0767001666799
ì	1.36988120002e-05	0.000350179215899	0.0575874280923	0.126746811545	0.480211346039	0.335090531893
</S>	6.8794755101e-06	0.000185897422949	0.0288397027261	0.0672483647725	0.27436508552	0.629354065947
