 	Marìa	però	sta	ora	sta	seduta	nel	giardino	e	non	può	rispondere	al	telefono	non	può	parlare	al	telefono	</S>
e	0.9980395	0.001436756875	0.00010667752	8.24693755e-07	2.426572e-06	6.2178449e-06	7.3289077e-07	1.8234069e-08	1.70656904e-07	9.1897097e-08	1.324993265e-07	1.4922853875e-07	3.391556235e-06	5.2589214e-06	1.628697908e-07	8.95141406e-07	9.12076811e-06	1.148327072e-05	0.000124483644733	0.000251482990452
M	0.997443023333	0.00166032645833	0.000594980156667	6.195617185e-06	2.36767746e-05	3.44948614667e-05	4.94662985667e-06	1.05856055233e-06	3.07796477067e-06	2.987927067e-06	3.0619441465e-06	3.01445277208e-06	2.75623019017e-05	6.32719206667e-06	1.5503538908e-06	3.94337127267e-06	6.87217477667e-06	3.185736772e-05	5.48877363997e-05	8.6144547452e-05
a	0.782370537778	0.206717968053	0.0105473224856	2.80509300617e-05	6.48020232e-05	8.24161971556e-05	1.18485239522e-05	1.42768807544e-06	4.29880555689e-06	4.05524995567e-06	4.31766654883e-06	4.03539996069e-06	3.71126273006e-05	6.82589930556e-06	2.03358937193e-06	5.04390418422e-06	6.17923748556e-06	3.88890793733e-05	3.17421191899e-05	3.10987555307e-05
r	0.642877285926	0.343062356018	0.0138326598619	3.00527865772e-05	5.68100851e-05	6.86810042185e-05	9.78004730407e-06	5.00540808347e-07	1.70554702596e-06	1.46182586869e-06	1.73886130861e-06	1.4168386199e-06	1.40886323769e-05	2.46895833919e-06	7.00463632743e-07	1.77607740174e-06	2.13118545285e-06	1.32862611694e-05	1.0654572636e-05	1.04563088586e-05
ì	0.578448521975	0.415630642006	0.00574054412063	9.67497087491e-05	2.50829024e-05	2.97198765728e-05	4.46133875469e-06	4.32406427982e-07	8.69315238987e-07	8.00905406363e-07	7.65539745203e-07	1.0069296363e-06	5.12935273563e-06	1.04168256706e-06	3.49913678014e-07	7.02793034247e-07	8.6008328195e-07	4.6527665848e-06	3.77287064133e-06	3.95458665453e-06
a	0.292583576761	0.703100427335	0.00279190710688	0.00137241278958	4.90630158e-05	5.24007488576e-05	2.11790222516e-05	4.82557290933e-06	3.47951426966e-06	3.12921263545e-06	2.55333626507e-06	3.55707404543e-06	3.49105424521e-06	1.09369888902e-06	4.93800549338e-07	5.26983498082e-07	5.23302193983e-07	1.92786587827e-06	1.51389820378e-06	1.96735766818e-06
p	0.344211791689	0.611062442445	0.0324523943023	0.00387353156319	0.00167273832693	0.00224648765962	0.000250974228084	0.000116998954303	0.000164820213423	0.000262353794545	0.000154587528422	0.000351131693682	0.00136419751942	0.000132191293163	9.23270047398e-05	0.000142480874333	0.000105386259098	0.000960604757359	0.000281287585145	0.000101280691939
e	0.361417583912	0.557919434148	0.0608106314341	0.00761885752106	0.00278080254231	0.00330931501987	0.000432607856028	0.000167738060434	0.000233689244474	0.000359920464848	0.000215198317474	0.000479230326561	0.00182770283514	0.000178540047721	0.000123965916247	0.000190817318311	0.000140842685166	0.00128141704925	0.000374942911748	0.000136727823646
r	0.12075917702	0.753532944716	0.112462997145	0.00718442710702	0.00197643958077	0.00166928308662	0.000285664146676	7.75273748113e-05	0.000103005416158	0.000149041302949	9.11767604913e-05	0.00019594801752	0.00066844330038	6.38506662403e-05	4.53705644157e-05	6.7393216637e-05	4.83950204553e-05	0.000435363429217	0.000127484586949	5.5974088882e-05
ò	0.0405758834333	0.573100184905	0.244982905715	0.131194025136	0.00418699629359	0.00327141674221	0.000569630043559	0.000476306080604	0.000146642743386	0.00027567021565	9.20665834971e-05	0.000440194052507	0.000305782810127	3.34167977468e-05	4.87226991386e-05	3.2550855879e-05	2.18866267518e-05	0.000158716125739	4.85466786497e-05	3.84234819607e-05
