 	che	non	li	aspetiamo	</S>
n	0.717409445	0.022367054	0.0064684878	0.110160069248	0.143594927396
a	0.641135245	0.100838844	0.1733035438	0.0367317231978	0.0479906127958
m	0.29686064	0.179660801333	0.264787741267	0.214430518349	0.0442602896653
i	0.101920050667	0.155532013778	0.422092667089	0.273788675763	0.0466666135551
t	0.345409235889	0.0991410645927	0.44375055203	0.0917954306343	0.019903704785
u	0.426041995558	0.0747137095309	0.457607040343	0.0311344908981	0.0105027288617
s	0.173173693781	0.10950081451	0.698574623448	0.0116455879194	0.0071052982539
m	0.349185022927	0.13077795817	0.508313279483	0.00816377130647	0.0035599984513
ì	0.377215790342	0.255248222723	0.317600278161	0.00642305873549	0.0435126472171
n	0.126754944514	0.314585480908	0.32230373272	0.106647958545	0.129707885739
o	0.0427652783064	0.159190050479	0.469556927573	0.140071820882	0.188415935246
m	0.0142778520072	0.080331187003	0.678575132524	0.0836665066607	0.143149360082
e	0.00478199902261	0.0539641654553	0.520698802508	0.0679167782202	0.352638331694
</S>	0.00239106083661	0.0270124074092	0.310898688754	0.0393810056101	0.620316915847
