 	non	mi	aspetti	che	non	vengo	</S>
m	0.11204439	0.522335715	0.278693881	0.0189807835	0.00610116905	0.0145779806	0.0472660325
ì	0.0614379512397	0.501805391667	0.379614560333	0.0187423134333	0.00592403532633	0.0136988851467	0.0187767952
m	0.0204906319332	0.419471443889	0.526873886778	0.0092962294111	0.00232357565178	0.00538437099557	0.0161598117667
e	0.0068470854024	0.399793007963	0.560313995593	0.0136775834704	0.00118729457059	0.00268882522519	0.0154921637556
m	0.00229428228113	0.371039163954	0.572446665198	0.0356728988235	0.00290108264353	0.00736608430173	0.00827977561853
ì	0.00076737067169	0.130715336951	0.787959935066	0.0498631196078	0.00615072421451	0.0107647346339	0.0137787154062
n	0.000255864683827	0.087813685317	0.807301258355	0.0546484765359	0.00839027440484	0.00760939507797	0.0339809968021
i	8.53624763785e-05	0.0670936336523	0.515881183385	0.365137558845	0.0131193564683	0.00556017602599	0.0331227156007
k	3.14628566124e-05	0.0224472133974	0.372014825062	0.490099906282	0.0461307624894	0.0387293760087	0.0305464465336
a	1.34962017646e-05	0.00752051880547	0.323004467154	0.456012588761	0.117855346163	0.0581128213362	0.0374807701779
e	4.50504965967e-06	0.00261097592482	0.107885695091	0.52998775292	0.290797035388	0.0436088797787	0.0251051880593
n	2.98601406422e-06	0.00103679702161	0.0366901242037	0.38328828764	0.507587345129	0.0587401732596	0.0126543043531
è	3.32354552141e-06	0.000419335233203	0.0170480103346	0.205891547213	0.513938168376	0.230973357753	0.0317262417844
r	3.1720997738e-06	0.0181704322071	0.0257421411115	0.0781314087377	0.469829909459	0.310747422584	0.0973754772615
k	5.42969769127e-06	0.031748847069	0.0277352077038	0.0353975647792	0.389712313153	0.283196817528	0.232203772421
o	4.96795320981e-06	0.0182529394717	0.0124771192403	0.0135933123364	0.188439030384	0.436542195843	0.330690390807
m	1.68422364099e-06	0.00608888549662	0.00425734161908	0.00768978332213	0.182596656128	0.563723598614	0.235642015602
e	5.89687451843e-07	0.0020342096711	0.00151737494191	0.00553500523738	0.175133953343	0.451613006205	0.364165830534
</S>	2.94950195691e-07	0.00101712675789	0.000758731274275	0.00283892581369	0.0880002836215	0.315236813103	0.592147790267
