 	il	morto	si	piange	</S>
o	0.190044405	0.498247599	0.0043359271	0.161817728933	0.145554353779
a	0.273224408333	0.601455613	0.0228316575333	0.0539523284717	0.0485360263658
p	0.282931231444	0.552454061	0.0280936427444	0.119336169029	0.0171849213753
e	0.0996053744813	0.659325463667	0.0897734191481	0.141594811276	0.0097009601251
t	0.355426476827	0.470035197222	0.120468109716	0.0477718475253	0.00629842667503
a	0.436901448596	0.308562088407	0.232092469905	0.0164331654418	0.00601088969168
m	0.164393347519	0.467441319469	0.335973109968	0.0259698325806	0.00622240849723
m	0.402791557506	0.376465814823	0.189313621123	0.0289367378602	0.00249226640908
è	0.465149193402	0.391469359941	0.121259154841	0.0103742194201	0.011748036613
n	0.158259384701	0.653173923314	0.136913639947	0.01618545694	0.0354675732043
o	0.0545760951034	0.478707676405	0.409281028316	0.0176098137167	0.0398254177348
i	0.0181938515307	0.160542863495	0.792164749439	0.00589678431823	0.0232017837783
k	0.00609696948143	0.062711232225	0.60621172648	0.312053937115	0.0129261421261
l	0.333452966505	0.031141876075	0.214010177427	0.414451664105	0.00694330987537
è	0.442566729228	0.0152683076917	0.350074534409	0.140208659902	0.0518817781251
e	0.147548003202	0.00884468113557	0.670129478136	0.0485865853873	0.124891252708
t	0.0492461073301	0.00296396125452	0.825698402712	0.0175885176158	0.104502955569
e	0.0164788008182	0.00099817504414	0.627710044237	0.0116008240719	0.343212119856
</S>	0.00823945317634	0.00049973300452	0.351776022119	0.012531948536	0.626952859928
