 	cosa	fa	Anna	il	sabato	mattina	</S>
t	0.844268885	0.041699709	0.0001830254025	0.000414479465	0.008564589962	0.0045209426185	0.100348350675
i	0.684772591667	0.276981981	0.000135908089167	0.000241516911667	0.00289865599733	0.00150995119917	0.0334594347532
k	0.420223430556	0.480003643667	0.00852592627306	0.00444289070389	0.0498664733678	0.0138168929804	0.0231207803296
à	0.251933966085	0.620769114556	0.0165032334244	0.00622845446796	0.0663875224893	0.0180407746535	0.0201369609432
n	0.132530877928	0.646670448185	0.0249098934748	0.00450515408932	0.0339605155298	0.0179605452112	0.139462576481
n	0.142753735976	0.572003916062	0.0247308561583	0.00813562189644	0.0255620228433	0.0225373750704	0.204276515494
i	0.100175854151	0.451318907687	0.287386183719	0.0409723589655	0.0120038790944	0.0126799237568	0.095462964498
e	0.0334041748813	0.172375690996	0.690276177906	0.0612499873218	0.00421767851147	0.00470124003427	0.0337750819327
A	0.0111379390554	0.0620684637653	0.856740609302	0.0485379101073	0.00587490883716	0.00256317999342	0.0130769698442
n	0.00374992473377	0.0254369755884	0.758190636434	0.0651143520358	0.0481316372791	0.0638446565978	0.0355317963814
n	0.00132015935659	0.0106362310628	0.434671610478	0.167699867345	0.0813431424264	0.203630612199	0.10069838046
a	0.00047321632895	0.00397490878663	0.173941296826	0.481637239115	0.0512314625755	0.1899033244	0.0988385401533
o	0.00015798175417	0.00132786475031	0.0890435906087	0.783913213038	0.0198095656252	0.0657391016667	0.0400086471844
s	0.000237941439157	0.000638082892503	0.125756810203	0.788071217679	0.0207478862084	0.0463854004222	0.0181626005281
à	0.000264537852452	0.000460594417501	0.118877675401	0.48636367456	0.308442050069	0.0682712154741	0.0173201878427
m	0.000166287783551	0.00112952700583	0.0412903342337	0.17155692852	0.688163483356	0.0565625154914	0.0411309392809
b	0.000144628753517	0.00131137850594	0.0141439132015	0.0611295706933	0.823394171119	0.0352717584971	0.064604646427
a	5.94792060139e-05	0.000450849485313	0.00471684267947	0.0224252977511	0.58947013504	0.277078531166	0.105798882142
p	0.000235063407846	0.000183641251104	0.00161802564849	0.0154468062504	0.378399486347	0.461029730389	0.143087227381
o	0.000293592265209	9.4571089278e-05	0.00058439803333	0.0114792460835	0.293688095116	0.49088561013	0.20297444246
r	0.005095405401	0.000129493345336	0.000289481528277	0.00609617446117	0.134553891372	0.612301720043	0.241533774153
n	0.00669700528067	0.000144714052445	0.000192377340092	0.00421639039706	0.0949026184573	0.706899490014	0.186947368051
ò	0.00223335999452	5.21417935817e-05	8.67944706973e-05	0.00255965194235	0.0621969348191	0.731835950005	0.201035146017
</S>	0.00111672262821	2.65503349408e-05	7.45958253486e-05	0.00286215147118	0.0532093784095	0.695767455002	0.246943133009
