 	devo	pulire	l	albero	</S>
è	0.96469175	0.00260840612	0.000791456886146	0.00554128957072	0.02636703301
n	0.96445825	0.01658295762	0.000894491319479	0.00266546723739	0.01539881601
a	0.63796359	0.347286295873	0.00124570657316	0.00175589357246	0.0117485487633
k	0.219515498283	0.609818231958	0.0278635327577	0.105700791684	0.0371019646811
a	0.0732239976223	0.571637243986	0.134276577586	0.162991877228	0.0578702915604
t	0.0245657257754	0.513669514662	0.345870932529	0.0816147344093	0.0342791098535
à	0.00839186721847	0.369735771554	0.45174978751	0.120986066803	0.0491365279512
r	0.00289989297149	0.385827177185	0.29502164017	0.146389581601	0.169861681317
o	0.000987399682029	0.315954636995	0.36378929439	0.1119429732	0.207325663772
t	0.000329226384109	0.107081549032	0.676465561463	0.103183202733	0.112940477924
o	0.00010983560441	0.0368943772773	0.748963237154	0.106876985911	0.107155625975
n	5.323776961e-05	0.0124882604458	0.784162912385	0.106549950637	0.0967456716583
à	3.584607707e-05	0.00438106935527	0.582932139462	0.357061812212	0.0555891035528
r	3.06978605567e-05	0.0133614664718	0.212885943821	0.668736570737	0.104985287851
b	2.77922467856e-05	0.0185684301573	0.0805513387403	0.789786190246	0.111066262284
u	9.54921794497e-06	0.00844600633287	0.0284472590801	0.809235410082	0.153861797095
r	7.32572339809e-06	0.00310151779139	0.0475751703934	0.701477196694	0.247838792365
o	6.58455606913e-06	0.00131980902573	0.0535471238645	0.490058838898	0.455067634122
</S>	3.29228793921e-06	0.000659938055772	0.0277565625322	0.319740459449	0.651839732061
