 	quando	venne	arrivò	Giovanni	Anna	ancora	aveva	di	cucinare	</S>
m	0.99091363	0.00209734413	0.000666434	5.5428168825e-05	2.32958828e-05	3.31782315e-05	7.497803035e-05	0.000142109155	7.21796675e-05	0.0059213485475
ò	0.994772463333	0.00231939181	0.000637331877	5.53444026036e-05	2.19798780394e-05	2.57646595224e-05	7.38047317578e-05	8.58990578497e-05	2.98916498467e-05	0.00197810224273
t	0.997607667778	0.00106103585	0.000281798276	1.99183742631e-05	7.4286248859e-06	8.64382665323e-06	2.47377512704e-05	2.93312904662e-05	1.02861308956e-05	0.000949143609477
t	0.998793769259	0.0003912532415	0.000168497036333	9.04656775437e-06	2.57966191397e-06	2.93654923858e-06	8.3823234694e-06	1.04729230538e-05	3.74612229873e-06	0.000609305393992
i	0.668689687086	0.313531549025	0.0174979815831	1.19675775181e-05	1.06773011332e-06	2.23099551036e-06	2.84554385573e-06	5.20566611637e-06	2.10074283311e-06	0.000255399908831
ì	0.225351199524	0.740110923008	0.034340908861	4.9253399506e-05	1.76116349444e-06	2.63168780345e-06	1.44919011524e-06	4.05591923879e-06	2.84502821104e-06	0.000134981317277
r	0.279130573003	0.586299721669	0.119934763954	0.00105633819117	5.13473826648e-05	2.51603573678e-05	8.41135668384e-05	0.00029951930308	0.000111355308004	0.0130070823668
t	0.622159291001	0.2128417996	0.144801006651	0.00140172118039	6.68768201883e-05	3.22695673893e-05	0.000111251808049	0.000397671917393	0.000146330677768	0.0180417764556
e	0.532503386047	0.08363931991	0.373931164217	0.00287294064346	3.06853433628e-05	1.73993603964e-05	3.73710591697e-05	0.000134893681831	4.9660924756e-05	0.0067831794952
è	0.177501351211	0.0631840996367	0.747336284739	0.00942808854782	0.000123101515121	2.50110627988e-05	2.37070737732e-05	5.2369971277e-05	3.0304722652e-05	0.0022956992684
t	0.059174814213	0.0443663050789	0.876091128246	0.0151656708493	0.00208600836504	0.000233238171933	0.000545008721258	0.000372131241426	0.000310956994884	0.0016547538828
t	0.023469063731	0.0155079381283	0.922970179415	0.0249454829498	0.00268455861835	0.000355683157311	0.000710139497553	0.000494421699142	0.000399231169295	0.00846332466093
a	0.0115596169439	0.00522114189243	0.720217983138	0.250918225317	0.00137000386945	0.00025868106577	0.000241174923418	0.000189625072714	0.000142158120598	0.00988143179898
s	0.00403328828152	0.00201515776514	0.643704694379	0.344319328439	0.00151264908982	0.00032236230859	0.000216616764906	0.000293185428571	8.68996566993e-05	0.00349581359833
e	0.00152451174801	0.00093714343288	0.52664337146	0.464862996146	0.00354825442994	0.000515146886197	0.000211806530969	0.00032967574019	6.86396565664e-05	0.00135838806944
o	0.000508171875025	0.000318898236793	0.18864494052	0.802354232049	0.00677759137665	0.000683756972066	8.97244656563e-05	0.000120168179063	2.78535448555e-05	0.000474630267813
G	0.0175802041965	0.0132811888469	0.13946363354	0.644303890683	0.0374531501255	0.0137304635574	0.00965888312455	0.0560758562447	0.0181435649833	0.0503091712173
i	0.0232708941759	0.0177919937156	0.166905364513	0.408041203561	0.177501430042	0.0242242611858	0.0141749361415	0.0753039988149	0.0245394788944	0.0682464225058
u	0.00775698426898	0.00613880020853	0.100753398304	0.565866161187	0.236774273347	0.0179155963953	0.00633581394717	0.0257637609383	0.0085758442348	0.0241193681053
v	0.0046332715896	0.00651966927284	0.111943566235	0.503326867062	0.232864244449	0.0485387927984	0.0248403721157	0.0493806015794	0.00931998411493	0.0086326681051
à	0.00359208638036	0.00670882875095	0.115693056578	0.201821700354	0.483974841483	0.0644086289328	0.0488810117052	0.0585187928598	0.012185622705	0.00421543853503
n	0.00125115072061	0.00233143811832	0.0406156674593	0.0899991527847	0.576401397161	0.126517576311	0.0503115315684	0.0471165599533	0.0282235755683	0.037231890445
n	0.000477776226203	0.000801577198773	0.0152195632198	0.0555478889282	0.40252916572	0.313877945437	0.0353402175228	0.0600106806511	0.0360399455228	0.0801551721483
i	0.000166254508147	0.000273820035019	0.00551325084007	0.0254779873094	0.326384368573	0.507405381812	0.0163086891743	0.040648205217	0.0175246476409	0.0602974052161
e	5.54272166896e-05	9.14154664607e-05	0.00184034811999	0.00980228143647	0.359553886191	0.565651717271	0.0143812193914	0.0199802224057	0.0072377206803	0.0214057988054
A	1.84937225935e-05	3.40613861802e-05	0.000623061920497	0.00389943107882	0.419524625397	0.397158892424	0.11632099313	0.0334706071352	0.0167647642268	0.0121850335018
n	7.77878766683e-06	1.59442135601e-05	0.000221426008832	0.00156185574294	0.345031075132	0.277625700808	0.213436541043	0.103025932378	0.0440561807423	0.0150175135006
n	6.37147045561e-06	7.6474848867e-06	9.0494479944e-05	0.00080447122098	0.191483704044	0.315144106936	0.158545212348	0.241735134126	0.0554940149141	0.0366888088335
a	4.29754605307e-06	3.7454638347e-06	4.11056958913e-05	0.000363209946993	0.101361485015	0.408235935645	0.0965100894493	0.293673901375	0.0501875429714	0.0496186629445
a	1.44272887556e-06	1.32850792737e-06	1.42690077738e-05	0.000146856683331	0.0702561463383	0.419605965215	0.122767679816	0.266484763792	0.0837136556571	0.0370078976482
n	5.09392214819e-05	1.61295081912e-06	7.67952699127e-06	0.000320461878777	0.0513279617794	0.278254901738	0.194060626605	0.351562301264	0.099728387219	0.0246851228827
k	0.31807787804	0.000543385658473	0.0126056728445	0.00109027392626	0.0260415906598	0.134438874453	0.153820788685	0.286812926855	0.054142767323	0.0124258543276
ò	0.424036715406	0.000764794846158	0.0168456784715	0.00111563349209	0.0186892672866	0.082463678691	0.118962826045	0.243663282052	0.0640344320243	0.0294237378092
r	0.142973026295	0.000302216972719	0.00568023588717	0.00043625492403	0.0165112180289	0.0861979612303	0.111613222682	0.458476854017	0.0827091113414	0.0950999226031
a	0.0492848238765	0.00010611405093	0.00191521812795	0.000176579228253	0.0059083123563	0.0510320400101	0.0528443565607	0.446273638006	0.260204084447	0.132254830868
ì	0.0164282885681	3.54106579408e-05	0.000638484341925	5.90937674277e-05	0.0023606588821	0.02002331927	0.0472676318536	0.269246932669	0.535889608149	0.108050580289
c	0.17502981012	0.00942104993092	0.00961504678769	0.10119842327	0.012290803644	0.0122315182567	0.0383013559512	0.153220447223	0.41189128995	0.076800264763
h	0.228348537573	0.012555566958	0.0126855445559	0.134918664037	0.0154292938813	0.0210010149189	0.0176578269171	0.315716772074	0.14786302055	0.0938237362543
e	0.0765677591658	0.0041912061034	0.00430698469433	0.0449812017029	0.00528222793377	0.0207905340396	0.00770778777237	0.396474174025	0.154570323517	0.285127782085
n	0.0295398404968	0.00140030953054	0.00143656654691	0.014996797111	0.00182022236459	0.00893881507987	0.00781916912412	0.304859298008	0.246410921172	0.382778080695
a	0.0138638836399	0.000470031913317	0.00047983155291	0.00500149735613	0.00070768219153	0.00474873531329	0.00860263587471	0.262656372669	0.338537467057	0.364931866898
m	0.00736981735427	0.000162741263242	0.000166967858143	0.00167532140731	0.000588556253843	0.00539562972443	0.0359411294582	0.355992367556	0.308072785686	0.284634654966
a	0.00520512770864	6.2181883414e-05	6.7097533381e-05	0.000573553531103	0.000566313051281	0.00560907027481	0.0463630854861	0.389707929185	0.286996751895	0.264848844322
r	0.0597624534934	0.000146221774805	5.58697954603e-05	0.000222098106701	0.00031590895376	0.00311137955827	0.0274065284954	0.301499236395	0.336437890632	0.271042374774
è	0.0779482493651	0.000178936442268	4.83747859868e-05	9.77536667003e-05	0.000175974024587	0.00203108537442	0.0225886044985	0.260633494132	0.497745563544	0.138551958258
s	0.0260087551723	6.8570890256e-05	2.46732088289e-05	3.90588243668e-05	0.000113776214862	0.00267435454647	0.0144042925995	0.322592813377	0.504874571181	0.129199116086
s	0.00870300696043	2.56699747853e-05	2.72251102763e-05	2.02269985223e-05	7.12793206207e-05	0.00322809064882	0.00715035959983	0.383143771126	0.23837682206	0.359253508695
i	0.0029084692522	9.0459011614e-06	2.03635535281e-05	7.89185940743e-06	2.83841991402e-05	0.00146530569427	0.00256684042661	0.181705028375	0.15242287902	0.658865782898
</S>	0.00145423794469	4.52403613015e-06	1.02052899181e-05	4.07454545371e-06	1.52888694701e-05	0.000753162864135	0.0013481886033	0.0933819711875	0.15180332451	0.751225041449
