 	dovevo	comprare	pane	ogni	giorno	</S>
ì	0.99782868	6.4493071e-05	4.52580700903e-05	6.64322691932e-05	0.000284396851988	0.00171068930099
c	0.87905213	0.0505351499037	0.0317060371101	0.00570736909586	0.000899503285321	0.032099803101
h	0.528453848667	0.339346433301	0.0477120470367	0.0111584203653	0.00120328104511	0.0721260110337
a	0.445399084889	0.465959287767	0.0267505836789	0.0073456330351	0.00050572115137	0.0540397400579
n	0.408182118296	0.451650442589	0.116038157893	0.00538785692503	0.00023598808679	0.018505439066
a	0.149831542099	0.645091000863	0.192287005964	0.00569322137501	0.000173077000263	0.006924134422
v	0.0509494327677	0.504530676954	0.292058195321	0.056421097525	0.0750760774548	0.020964517874
o	0.0178445159239	0.286009188985	0.467611241774	0.096263329175	0.100562220118	0.031709503958
r	0.034356390908	0.435804732995	0.408806700591	0.0677318330583	0.0346969492393	0.0186033738193
à	0.0393451727693	0.402329580998	0.406778530197	0.0911485343528	0.0455116599798	0.0148865134398
s	0.0135211877764	0.160713661833	0.378045470066	0.107054789118	0.127182995327	0.213481907813
o	0.0045720256211	0.0562119018313	0.337955283355	0.172024744039	0.131876506109	0.297359550938
t	0.001527203637	0.0188157236374	0.500926194452	0.278278801346	0.0562699463697	0.144182133979
s	0.00056089706	0.0066794400858	0.462039551484	0.266364587115	0.0283125917899	0.23604294666
o	0.000235624676303	0.00255966271217	0.261850726495	0.312604015705	0.0467242735966	0.376025715553
m	7.87290699577e-05	0.00090815016429	0.144387318165	0.492103338568	0.0947044645322	0.267817975184
ì	2.66153435059e-05	0.00037293705043	0.087898381855	0.664207389523	0.116613093511	0.130881545061
k	1.1122720802e-05	0.00104778410248	0.114012103085	0.610586289841	0.15266773317	0.121674951687
u	5.75090548683e-06	0.00125655641416	0.120339290912	0.42563016328	0.221400631057	0.231367577229
à	1.95480464511e-06	0.000419091108367	0.0402661849573	0.255400633427	0.470895977019	0.233016099743
i	7.48333765037e-07	0.000139986257656	0.0134927191911	0.117376978809	0.65946959234	0.209519953914
m	5.95963158346e-07	5.53601947753e-05	0.00509814289903	0.13746987827	0.661131797447	0.196244270971
è	7.26514736115e-07	3.45131955918e-05	0.00236989044634	0.13810864609	0.744284932482	0.115201333324
r	5.16329855372e-07	3.53732948639e-05	0.00148754832878	0.07249352803	0.830044757494	0.0959382944413
i	2.05913282729e-07	2.82271454649e-05	0.00110776768753	0.03825913659	0.621062872498	0.33954177148
</S>	1.02977322773e-07	1.41144284978e-05	0.000554652560665	0.019269300165	0.374011446249	0.60615033574
