 	nella	pasta	metti	sale	vuole	il	sale	</S>
s	0.95330722	0.037251649	0.003190388539	0.000447293841	0.0001806130525	0.000467381115	0.00040110788	0.004754380165
t	0.957494976667	0.0363819496667	0.00324678199633	0.000451076074	0.000171474148733	0.000434867656333	0.0001678534905	0.00165103124767
i	0.708198032222	0.272519646556	0.0172662576821	0.001128204995	7.52450974777e-05	0.000172931280111	6.4705614e-05	0.000574955713223
p	0.319022574074	0.362588486852	0.159794210561	0.0145688934983	0.0151513856825	0.05828376097	0.0540811682647	0.0165094944524
à	0.125643091691	0.449410513617	0.21357244352	0.0193333862994	0.0202200011208	0.0776953786033	0.0721799512082	0.0219452009508
s	0.0598192392303	0.768781637872	0.0941986538067	0.0078429048598	0.0068395197136	0.0260026934011	0.0242153477561	0.0122999754503
t	0.0378976694101	0.898503112624	0.0320388604972	0.00285313107993	0.00232301447453	0.00871005987387	0.00812737045857	0.0095467567501
a	0.0156601989577	0.630193196541	0.313312253427	0.0301054255266	0.00110338064818	0.00303319717812	0.00274866465272	0.00384365128337
v	0.00537172015023	0.21175918818	0.559067364476	0.0971625485089	0.0266126065827	0.0438927364594	0.0314163804109	0.0247174475278
à	0.00196387271008	0.0739468093933	0.385081381492	0.34511431617	0.0491081515276	0.0617379368198	0.044778213137	0.0382693038426
l	0.00367027838669	0.147909929464	0.199485167164	0.401954472057	0.0356718565092	0.0265764524399	0.0193354746457	0.165396357948
e	0.00420170055703	0.16981118394	0.0913061435213	0.390188374019	0.107613345503	0.02299284898	0.00854535224857	0.205341072316
à	0.00140565757448	0.0566297099437	0.0361280189738	0.573177974673	0.214450971834	0.03138966566	0.0115553685162	0.0752626483387
l	0.000488549638827	0.0189798839596	0.0360963163246	0.574018818224	0.230314350611	0.0364525738867	0.0124092971721	0.0912402040129
a	0.000177966084309	0.00640579656777	0.0308019222029	0.362681578075	0.32045507687	0.145059609962	0.015217937724	0.119200106671
e	6.37306831363e-05	0.00214105970749	0.010307492819	0.131900564025	0.430813548957	0.303405026654	0.045900087908	0.075468485557
t	8.88030147121e-05	0.000745636269497	0.003506782713	0.0509691093417	0.451239706319	0.407143308885	0.0496789063027	0.036627756819
è	9.3231832204e-05	0.000276117701599	0.00127525787767	0.0214306476806	0.321091388773	0.474178636295	0.128965052434	0.052689692573
l	0.0369838277547	0.0725805102156	0.000787860282557	0.0111616251269	0.231513642924	0.365275312098	0.160691185145	0.121006037524
i	0.0492803439996	0.0966809435435	0.000564145050586	0.0069090779223	0.189715220308	0.346894370699	0.167006192715	0.142949713841
t	0.0166198506146	0.0322605095628	0.000193285422929	0.00243589483743	0.072113445436	0.5826353069	0.196038169238	0.097703540947
à	0.00573308896277	0.0107871473802	7.81525439763e-05	0.000942173162477	0.0308928929453	0.508258688967	0.348820891413	0.094486948649
l	0.00449582474549	0.0129749674094	0.000435856201325	0.00122626788749	0.0506453827818	0.377600689656	0.394909959138	0.15771104955
a	0.00408331974535	0.013704096518	0.000545398120208	0.00126916325383	0.0568946733873	0.313875601552	0.347928808379	0.261698933183
</S>	0.00204168081796	0.00685207583126	0.000273237339754	0.000650300663915	0.0285203553836	0.178149123276	0.452451669189	0.331061541592
