 	si	è	rotta	la	coppa	</S>
e	0.61071505	0.29894248	0.000581958085	0.00758933285	0.065790765	0.01638036859
g	0.334822648939	0.272030227923	0.000360400071467	0.00667874025667	0.380420305	0.00568762732333
l	0.112769027985	0.0967698015643	0.000457003066956	0.00318591015889	0.784666501667	0.00215172189444
à	0.0388812222483	0.226326991521	0.112589967656	0.0231312464863	0.597603377222	0.00146714881815
s	0.0131522812561	0.284219606174	0.163898429219	0.245133145495	0.285245619074	0.00835091240605
t	0.00448970592537	0.127181905725	0.086911493073	0.415543171832	0.297936533025	0.0679372121353
i	0.00154560703206	0.054700924475	0.326597041024	0.295748722277	0.228045705275	0.0933619793784
e	0.00051842452912	0.019426101825	0.657378393675	0.201415762426	0.0768497157083	0.0444115816928
c	0.000175140517263	0.00706185338367	0.48802504521	0.130357050589	0.352818468253	0.0215624394643
ò	6.1279873811e-05	0.00305256803656	0.174634945722	0.205535479976	0.549698096084	0.0670176354881
p	2.36160036037e-05	0.00428984857885	0.0739681064073	0.297850816659	0.541486892028	0.0823807091627
p	8.27995710357e-06	0.00400761483228	0.0286057246624	0.16991480822	0.757405034009	0.0400585013876
a	2.76862820139e-06	0.0013363342054	0.00975149559747	0.0636733120733	0.581421827336	0.343814248129
</S>	1.38489949749e-06	0.000668207035667	0.00497063682373	0.0374189660367	0.298605662668	0.658335144064
