 	ho	rotto	una	bottiglia	</S>
è	0.64026826	0.339196457	0.000238928419	0.00673086531514	0.013565479226
g	0.323789804833	0.365987899	0.00442393038567	0.296316016648	0.00948235822601
l	0.108392879811	0.475184976333	0.0143342171286	0.393632224049	0.008455704042
a	0.0648804233037	0.765429002111	0.0164513405429	0.143496616516	0.00974260764733
s	0.0503032027346	0.801566290704	0.0427014530143	0.094926052172	0.0105029866824
a	0.0167880392786	0.630053440235	0.259146811005	0.083733849724	0.0102778616941
m	0.00559720609117	0.313931193078	0.311073785335	0.356870182241	0.0125276492314
i	0.00186639707606	0.120139824026	0.355195376778	0.49137333408	0.0314250797438
a	0.00062231777213	0.0518356188753	0.627055625593	0.266448364693	0.0540380882479
b	0.00020818773572	0.0178099475918	0.492312071864	0.451911968231	0.037757812716
u	7.013548613e-05	0.00626410567393	0.248371003955	0.707298036077	0.037996685872
t	0.000126621816933	0.0166289646013	0.348683117985	0.581986732026	0.0525745142907
t	0.000239611938978	0.0407548138671	0.345262852662	0.543787350675	0.0699553190969
ì	0.000174200787009	0.0345529649224	0.357637444221	0.479977343558	0.127658031699
g	5.8695001453e-05	0.0159246502741	0.456921601407	0.404686641186	0.1224084239
l	2.0767990051e-05	0.0135309540914	0.301762950469	0.610907203729	0.0737781396333
i	7.63201256398e-06	0.00849404396962	0.120362379223	0.734178191243	0.136957758211
a	2.54704270231e-06	0.00283225278242	0.041795403141	0.538422643748	0.416947172737
</S>	1.27803200215e-06	0.00141729967131	0.0225303880705	0.349231891874	0.626819186368
