 	non	aveva	dove	a	stare	</S>
e	0.936313115	0.04757978165	0.00240417365	0.00096529203	0.000471802915	0.012265827758
n	0.856976548333	0.119870344983	0.0154632044167	0.00253342951	0.001052823615	0.00410361139567
ì	0.502296474911	0.464140151661	0.0284901481389	0.00265048661667	0.00104310745	0.00137959379872
c	0.192380940437	0.651312460554	0.0269675700463	0.116890801519	0.00267345032833	0.00977472329541
h	0.087557211979	0.601031886851	0.107607234015	0.161145547506	0.00363387900944	0.0390242034318
e	0.0297031257836	0.447718505617	0.370129068005	0.104935446169	0.00550006770315	0.0420137540106
p	0.00990356290403	0.187599155172	0.369788719002	0.152120572056	0.0166824655677	0.263905494204
u	0.00330343110689	0.0633463697573	0.167399982667	0.354693507352	0.0547818185226	0.356474870068
s	0.00110143527162	0.0217054964858	0.133277457556	0.639006969117	0.0641605091742	0.140748102856
t	0.000367667248987	0.00762621999527	0.316680635852	0.579260359706	0.0444394040581	0.0516256671187
a	0.000122789208717	0.00277887362509	0.344584970151	0.303435929902	0.276926389353	0.0721510210396
s	4.40482301941e-05	0.00100278847503	0.119255264117	0.316548649967	0.483990329784	0.0791589300132
ì	1.7833731878e-05	0.000399260931677	0.0417571478923	0.297765515322	0.342066241595	0.317994029671
</S>	8.966232659e-06	0.000239748165838	0.0211310399262	0.163675505661	0.224701243297	0.590243534835
