 	mia	sorella	quest	anno	che	viene	vuole	diventare	dottoressa	</S>
a	0.643608985	0.197000625	0.0073501683	0.0081525695	0.00036505726	0.00059892915	0.0013343918	0.0013296844525	0.0022648218825	0.137994733634
d	0.586521408333	0.296536345	0.0273156101	0.0220356908333	0.00195946371667	0.00283298475	0.005537656	0.00560794751917	0.00309650814917	0.0485563733008
r	0.696566059444	0.208089427667	0.0308061696	0.0226860598178	0.00243245001082	0.00352156799051	0.00676746334117	0.00701501735126	0.00337195080935	0.0187438907603
e	0.562894658981	0.400690005222	0.0141204191	0.00828457374593	0.000839208132207	0.00118500855735	0.00226929589289	0.00234097723449	0.00112466955407	0.00625126039227
f	0.22479792216	0.706747468407	0.0498578893667	0.0105451205153	0.000705210567402	0.000836204439117	0.0016497286023	0.0020609963507	0.000649162709357	0.00215030616959
f	0.441692087387	0.483515730182	0.0581440965622	0.0106062335674	0.000632743227601	0.000709184548239	0.00143054081744	0.0019657851069	0.000490181497539	0.00081339987653
ì	0.480801072662	0.413627584107	0.0991150322941	0.00431759621813	0.000256153137667	0.000244720550613	0.000485227630823	0.000660784964967	0.0001694224116	0.000322397333177
m	0.162151155921	0.435626554702	0.314428590765	0.0260232220394	0.00109618136922	0.000303205402871	0.000471003931941	0.000937910727656	0.000457807488533	0.0585043845587
m	0.0576159241403	0.200491486234	0.333170748588	0.0825534340131	0.00256114912307	0.000708832287624	0.000687882807314	0.00108293553589	0.000592511429511	0.32053513152
u	0.0212900407595	0.0870919294113	0.379853101196	0.156182451338	0.00409625747436	0.000776677262541	0.000494374020771	0.000424157655297	0.00024580114817	0.34954524009
f	0.00721001189926	0.0677382924704	0.609623467065	0.190553400446	0.00497095162479	0.000808602487514	0.000525293995257	0.000850892635099	0.000267519987723	0.117451595613
ù	0.00251695045562	0.0533533639901	0.722284189022	0.174289953482	0.00474512100826	0.000762380669171	0.000541211645086	0.00101792136703	0.000322557685908	0.040166385951
e	0.000839330851927	0.0202187607657	0.529130540674	0.403684021161	0.0298086573361	0.00183412499639	0.000390997251695	0.000382595097677	0.000167029258969	0.013543990497
p	0.000295977596496	0.00709996132423	0.228622641225	0.70472507372	0.0450844094454	0.00465544533213	0.00142054686057	0.00189773295256	0.00047233445999	0.005725882599
p	0.0050768397005	0.00301578068474	0.124734439408	0.822625174573	0.0257621949485	0.00611968344404	0.00193374635352	0.00241906284752	0.000574438686997	0.00773865386633
ò	0.00665427364184	0.00137361239825	0.0623240838027	0.878763421524	0.0356983631162	0.00500567391468	0.00130776015117	0.00096095053584	0.000374940829332	0.00753698792211
r	0.00221857849912	0.000550274506083	0.0369824891009	0.883991137175	0.0494291560387	0.00419839190489	0.00192005078372	0.000845935768613	0.000750786009777	0.019113258274
k	0.000743994463873	0.000215905086361	0.0149452832003	0.895782795725	0.0350198690129	0.012455230135	0.00506793659457	0.000889383422871	0.000786096236592	0.034093570758
e	0.000251992601068	7.98367365617e-05	0.0057028888151	0.657921941908	0.248131865004	0.0550843337117	0.00844520753152	0.00075487817429	0.000474977655531	0.0231521545527
t	8.65588154666e-05	2.68350448819e-05	0.00196112449337	0.431689373969	0.427477688335	0.116991787904	0.0105915626772	0.0016113529581	0.00068261622851	0.0088811505509
e	3.14144366853e-05	9.1519836773e-06	0.000704159152957	0.300658786656	0.364293352778	0.298913169301	0.0282266410591	0.00218311708603	0.00084524637617	0.0041349930503
e	1.04801010305e-05	3.1338146991e-06	0.000245668684152	0.103142474885	0.296165770926	0.533581569767	0.062071110353	0.00197817656201	0.000863720958723	0.0019378855501
t	4.33654241583e-06	1.21335826303e-06	0.000106651165051	0.038753883295	0.213850726975	0.652881669922	0.082682575451	0.00880079912067	0.00192020085291	0.000997885233367
è	2.83319303861e-06	0.000103685272108	0.00249010910735	0.022090638765	0.153300025658	0.505841866641	0.168892150484	0.0913471507069	0.039395072951	0.0165364140611
l	0.000993971281113	0.000474296804036	0.00969227826912	0.0908876229217	0.104881298553	0.30532245888	0.244659296828	0.116323581902	0.0515092725503	0.0752558780204
i	0.00132379982686	0.000494890169492	0.00966230751304	0.108150095874	0.0690154145177	0.21368487096	0.318357572276	0.146833632301	0.0462527057501	0.0862247026735
n	0.000454123126778	0.000165321691737	0.00323038543518	0.0368373984913	0.0410590238392	0.110580853653	0.395426157425	0.308841450767	0.0656670235834	0.0377382813578
a	0.000164229051623	5.5226281755e-05	0.00107803686449	0.0123965102071	0.0203214589464	0.0648375532177	0.355904849142	0.390434330256	0.131657036194	0.0231507672526
d	6.99878709043e-05	2.1328509001e-05	0.000385392301763	0.00496004471237	0.0124332313155	0.0421320877392	0.331782313047	0.439759470085	0.150103175398	0.0183529329842
i	3.85750777395e-05	1.0091602657e-05	0.000155416957288	0.00258543091079	0.0100752514385	0.0287024393464	0.287530861016	0.489721206695	0.155152631799	0.0260280585614
v	6.86400410179e-05	5.229221209e-06	5.6922152796e-05	0.0011822987936	0.0077790193795	0.0149528038821	0.264336530339	0.531239328898	0.152706993933	0.0276722025871
e	7.86615940171e-05	3.56487310967e-06	2.3158692332e-05	0.000616277954533	0.00499265545983	0.0086690520607	0.222332733446	0.532581086299	0.191895057978	0.038807723929
n	0.000135564795017	1.52683984322e-06	8.33577331067e-06	0.000231521211844	0.00293710183661	0.00393431852023	0.121047457815	0.5723304621	0.255008262659	0.044365441743
t	0.000159375199339	1.00105519774e-06	3.89287497022e-06	0.000147048040948	0.00193234019554	0.00277240490674	0.084496102605	0.597402727367	0.279882320886	0.033202765681
è	5.79771758163e-05	6.63465149247e-07	2.33194455674e-06	0.000114792589083	0.00143203085518	0.00228019136891	0.0566916802017	0.526781282456	0.369657943629	0.0429810788937
s	1.94009611688e-05	8.51330983082e-07	1.49433381891e-06	6.2062238461e-05	0.00067747662506	0.0045982338563	0.109244462734	0.558845527485	0.285970439876	0.0405800429646
s	6.92218738293e-06	1.25228192769e-06	1.3962324063e-06	8.69723128203e-05	0.000578482808353	0.0055733161521	0.147208480911	0.576285609162	0.179538508625	0.0907190786549
i	2.69586786394e-06	9.07108298063e-07	9.290420872e-07	7.30781602734e-05	0.000411583980718	0.0023915091207	0.076746973037	0.384492366387	0.267922086208	0.267957892885
m	1.64938332428e-06	3.68641528188e-07	3.64220820833e-07	2.63475458911e-05	0.000177737703506	0.00140012221023	0.074570477079	0.400041518796	0.261243998736	0.262537455762
