 	può	che	sono	ancora	svegli	</S>
i	0.61032742	0.197103134	0.0033793725	0.001360700275	0.059429151824	0.128400247776
s	0.697704973333	0.231436884667	0.00571942393333	0.002160754875	0.0200934469573	0.0428845360527
ò	0.753993657778	0.214359308222	0.00711913351111	0.00233126692167	0.00730255915243	0.0148940819609
z	0.519280623926	0.317824352741	0.00653051203704	0.00145429263722	0.0180684494175	0.13684177232
i	0.213034433509	0.56566097758	0.0203491253457	0.00154126747907	0.0215608967925	0.177853276473
k	0.072967407703	0.672566222527	0.154714422449	0.0122435668597	0.0219356332508	0.065572722191
a	0.0247534077343	0.497287854176	0.392280180816	0.0254277569532	0.0243188922836	0.0359318897303
ì	0.00852273118143	0.276612705059	0.631666760272	0.0333651559844	0.0214182922945	0.0284143079101
n	0.00633317949714	0.11043308202	0.739143236757	0.0944239359948	0.0238540180982	0.02581252397
e	0.00557248326127	0.0474046231433	0.510875574252	0.375097375332	0.0370647210327	0.0239852203233
a	0.00186136952864	0.0158492480544	0.204305906751	0.672559591777	0.0869025170109	0.0185213364411
n	0.00081073643888	0.00552721273813	0.092480346917	0.806108380592	0.0849056120036	0.010167657947
k	0.296436837063	0.029741853096	0.050265055239	0.579094031064	0.0402549336679	0.00420724191567
ò	0.395053251621	0.0383831493653	0.0428435766797	0.272820464555	0.212393131223	0.0385064294386
r	0.13224562554	0.0145271842884	0.0504179262266	0.232932881518	0.505542200408	0.0643342004795
a	0.0443821445449	0.00577814388949	0.0278142380189	0.214764343839	0.657165650136	0.0500955164932
a	0.0147941354659	0.00192619388205	0.0093087389963	0.166072086613	0.758074366712	0.0498245294977
t	0.00494350493639	0.000642768286883	0.00328401423543	0.352863577538	0.600139312237	0.0381268679992
s	0.134709791107	0.020782934463	0.00784986626848	0.473058519179	0.291330859412	0.0722680591664
ù	0.177953283821	0.0274962186611	0.00924314171449	0.239209966393	0.452314218471	0.0937831890555
n	0.0593678586685	0.0091724067671	0.00321347342983	0.100605972131	0.77834568949	0.0492945990185
n	0.0198440794585	0.0030651479413	0.00116775998794	0.052385163877	0.868860846497	0.0546769716728
i	0.00661949824394	0.00102288482516	0.000393025284813	0.0206066541257	0.757416648832	0.213941259224
t	0.00236109681342	0.000341313449651	0.000134174070771	0.0524136443752	0.646714649611	0.298035086408
i	0.000941630571675	0.000114119761977	4.7790835857e-05	0.0613912631917	0.456260790537	0.481244392136
</S>	0.000470825336641	5.70763359285e-05	2.41576888285e-05	0.0312510791958	0.249915306269	0.718281571068
