 	se	vieni	alle	sette	sto	ancora	cucinando	</S>
a	0.81430443	0.0792410685	0.00607680075	0.003314203	0.0079391215	0.000664512585	0.004430742525	0.0840290920106
n	0.82449123	0.131397946167	0.00619974565	0.00317748503333	0.00492241166667	0.000277333351667	0.001522903106	0.0280108918861
è	0.569325514667	0.406302598722	0.0106739126167	0.00164729924444	0.00204315203889	0.000123095702889	0.000532300837667	0.00935208520957
r	0.233824824556	0.701612322907	0.0288586605389	0.00338063184815	0.00318694286296	0.000304271153296	0.00100892390056	0.0278233877752
k	0.100072539175	0.762057564302	0.092225794513	0.00516153274938	0.00352887352299	0.000367710202432	0.00116244830085	0.0354235111584
e	0.033411149841	0.726087454767	0.220645348171	0.00458653088313	0.00135580460633	0.000133525068144	0.000405553841617	0.0133746564728
s	0.0112184584763	0.503279748256	0.417679616057	0.0601803801277	0.00214096326544	0.000227459038715	0.000336506287872	0.00493689051093
e	0.00380950750786	0.222906393035	0.647636705352	0.120378753376	0.00258014678848	0.000297259192905	0.000324251462624	0.00206697551031
s	0.00127376714771	0.0784387746283	0.712960321784	0.202944151125	0.00280361879616	0.000506235977635	0.000274161810875	0.00079895537677
e	0.000428520256701	0.0301066913678	0.529647327261	0.429264067042	0.00761060643205	0.00176472699254	0.000456202593625	0.000721863758923
s	0.000149984760364	0.0105857491143	0.32233014242	0.635666905681	0.0236502808107	0.00583652023085	0.00108023663121	0.000700208609641
e	5.71397583396e-05	0.00406844875643	0.188497395807	0.702575435227	0.0720185126036	0.0269772814103	0.00320961047707	0.00259619495988
t	1.94539599315e-05	0.00147029617714	0.173317780269	0.690889645076	0.0868640608679	0.0399930284701	0.00413026055902	0.00331546216996
t	2.08115295772e-05	0.00306874886571	0.383858736756	0.528889728359	0.0471388796226	0.0262657271567	0.00371293171967	0.00704439423999
à	2.08661291231e-05	0.00350448031357	0.368369981585	0.324333749453	0.204893659208	0.0712356787189	0.0153560417066	0.01228551908
s	7.42705030503e-06	0.00177431842952	0.136757730528	0.244158309818	0.431356696403	0.141492932906	0.0282743115689	0.0161782720267
t	3.04387780501e-06	0.00121657464317	0.0568595075093	0.189193524606	0.476292898801	0.170097620969	0.0543875128563	0.0519492740089
e	1.120369209e-06	0.000437488249013	0.0214457919098	0.102011055535	0.320390706267	0.398364643656	0.0719756402854	0.0853735113363
a	3.75646358433e-07	0.000147026185561	0.0073222402266	0.035398043465	0.115486780989	0.716289881219	0.0612664144285	0.0640892054454
n	1.21495860424e-06	5.6009539787e-05	0.00278264412553	0.0137437746417	0.0425520952297	0.844387227073	0.0674312031428	0.0290457834818
k	0.0577046359836	0.109581176823	0.0637087552418	0.0677338327472	0.0302638500766	0.589403469024	0.0691939100476	0.0124103448606
ò	0.0769384126258	0.146141155968	0.0843671940806	0.0856174880491	0.0577013290255	0.274272616341	0.174828605683	0.100133208654
r	0.0256465499549	0.048915666096	0.0293702509935	0.0331020358164	0.203232226342	0.264341245447	0.242300978561	0.153091072885
a	0.0085488717725	0.0164495993254	0.0104342359976	0.0140389888167	0.218461133827	0.215939011816	0.344836622854	0.171291550962
m	0.0028497176987	0.00548424019902	0.0034791544652	0.0047165853868	0.079698482989	0.220825593939	0.524855700951	0.158090489321
a	0.000949999682369	0.00182912105551	0.00116100586685	0.0016096135073	0.033426835992	0.201398124313	0.568483346984	0.191141908774
r	0.000370742811555	0.000663716517205	0.0004004107052	0.000570025874133	0.011389533993	0.103144167771	0.674602348995	0.208859025591
è	0.000177659733896	0.000275314369465	0.0001482519186	0.000225267296044	0.00405828153367	0.0712896315903	0.773754082998	0.150071467864
o	5.9222570703e-05	9.18478604223e-05	5.18731946333e-05	7.89767046813e-05	0.00137184914309	0.0294740241301	0.575648937666	0.393223239288
</S>	2.96114343915e-05	4.59383205171e-05	2.71556106666e-05	4.07685993406e-05	0.000687282715345	0.0177804189651	0.372070933833	0.609317869644
