 	le	buone	canzoni	si	scrivono	alla	notte	</S>
t	0.83266383	0.04553827	0.0001393273118	2.94246095e-05	0.00029575838655	0.001932518493	0.0084368487625	0.110964020763
a	0.622865466667	0.33650589	4.81604301667e-05	1.33449577333e-05	9.950525607e-05	0.000659644868267	0.00281708784797	0.0369908595672
k	0.314791392222	0.589815463333	0.00593526345176	0.00157920483148	0.00172081378821	0.017211827098	0.0488006383681	0.0201453546596
à	0.197181439407	0.666985771111	0.0280303604839	0.00271445937716	0.0029909879294	0.022847048066	0.0643517743227	0.0148981002199
j	0.120567588469	0.788593073704	0.0295975088946	0.00179264392572	0.00178375768313	0.00777426759867	0.0218795617842	0.0280115360733
o	0.0770388995063	0.855269171235	0.0145149136982	0.00966235767524	0.00101566683438	0.00280129415956	0.0075350252434	0.0321626394678
t	0.0265692989854	0.935884237078	0.00939211041607	0.0125982230251	0.00071233831146	0.00131929346985	0.0025714866098	0.0109530242759
r	0.00974732906847	0.975274879026	0.00337973452202	0.0058588949417	0.000280296697153	0.000729707806617	0.000890349859933	0.0038388640153
a	0.00329292291599	0.664001842342	0.175951536707	0.147242086447	0.00143342402572	0.00396516691887	0.000590720599978	0.0035223395851
v	0.0012297067485	0.260271443447	0.311859172236	0.208322315482	0.0221814188752	0.0362797123063	0.142650135547	0.0172061238617
ù	0.000538981434167	0.119298956149	0.457365737412	0.109727105161	0.0584765889584	0.0437865727688	0.190385900616	0.0204202094872
d	0.000537451406056	0.15608335705	0.428424111737	0.0636042802537	0.0608828316528	0.0177836765896	0.0703591676387	0.202325160029
i	0.000536008551533	0.167676225	0.173694717846	0.196245091951	0.0857873925509	0.0666984275299	0.0332478452129	0.27611429501
a	0.000179151992592	0.0559750103767	0.111118753949	0.454416163984	0.113678417517	0.135930429177	0.016566061071	0.112136017003
i	6.12531636973e-05	0.0186750759822	0.0699303663163	0.581259054661	0.106467740839	0.167801376392	0.00945265752367	0.046352473001
g	0.000149124294832	0.00715087919073	0.0348488274388	0.413452988887	0.14851206528	0.253532152131	0.114216334341	0.0281375870003
r	0.000567467164944	0.00397816999691	0.0165609074796	0.173600298629	0.22417876176	0.310417717377	0.19985231478	0.0708443346668
à	0.000579293893561	0.00200323247897	0.0115568511599	0.0928787438763	0.46802817392	0.215828210126	0.131772613927	0.0773528693223
f	0.000663638069767	0.0207930004397	0.00725865879663	0.0382263082254	0.557237307973	0.152797457709	0.0804272036423	0.142596387541
u	0.000691727744525	0.0270537957793	0.00259167507388	0.0152684076251	0.294931141324	0.354639669236	0.109986667881	0.19483690918
t	0.000253236092777	0.00902404699415	0.000866676192333	0.00525154388503	0.0997651627413	0.650835156412	0.111796329294	0.122207869727
t	0.000224951220926	0.00308265305305	0.000290447254151	0.00179216463301	0.0336754691138	0.706810838804	0.145616786431	0.108506729909
e	0.000192883542379	0.00109640626851	0.000100838319717	0.000693261779003	0.0116432477579	0.489895682935	0.245255005477	0.251122723303
a	6.47409926963e-05	0.000365902991863	4.47294279057e-05	0.000507613733001	0.00448413027263	0.272701074312	0.361928401826	0.359903407768
t	3.77032973988e-05	0.000122735707754	2.41869703019e-05	0.000411022264334	0.00201848537088	0.275124581437	0.482627500609	0.239633743256
s	0.000570454289133	0.00259725610818	0.000293713577434	0.000889570158111	0.00191580753696	0.296079763812	0.554197120203	0.143456271752
è	0.000732349673244	0.00342173783993	0.000388721872811	0.0010289748727	0.00192147757899	0.182080597937	0.679520193401	0.130905902251
n	0.000312197011281	0.00114448288685	0.000136156038037	0.000382806529233	0.000798851972997	0.0879731476457	0.800034231134	0.109218109084
ì	0.000172144559733	0.000385482794817	4.9223949779e-05	0.000145736221411	0.000350122640999	0.0482543832152	0.782139677045	0.168503236361
t	5.74856850503e-05	0.000128688505892	1.96389781197e-05	6.4695584137e-05	0.000139736798666	0.0656651367384	0.580531879015	0.35339273212
t	2.20229978501e-05	4.47896440507e-05	6.66804250657e-06	2.53981219923e-05	6.0522388222e-05	0.0820262932461	0.352729676338	0.56508464404
a	1.0106296223e-05	1.67761188902e-05	2.35061016552e-06	9.45295171077e-06	2.2986422854e-05	0.041209250482	0.206777503779	0.751951581347
</S>	5.055168021e-06	8.4071697551e-06	1.26021116776e-06	5.84762700539e-06	1.1880941097e-05	0.021977767841	0.133683924389	0.844305840674
