 	qui	dentro	vuole	un	tappeto	</S>
e	0.594450815	0.3693107345	0.0057611393	0.00043826791	0.00763108763	0.0224080007084
t	0.606618001667	0.376864724167	0.00604897193333	0.000268091941333	0.00273023997	0.00747001554383
t	0.850008220556	0.143722301222	0.00271209069778	0.000109141754111	0.000943798988667	0.00250446017804
ù	0.624434876852	0.365417747574	0.00858016178593	0.000237567393704	0.000466803034889	0.00086288627868
m	0.218988029717	0.752229465858	0.0139326349286	0.0012157358979	0.0111273353916	0.00250689981756
è	0.073837442589	0.840079871953	0.0556083079762	0.0077224491993	0.0182692024639	0.00448287027252
s	0.0330360947797	0.750386890651	0.117915629325	0.0185067563998	0.015256263488	0.0648984487575
a	0.0193352017083	0.44630156795	0.409925409775	0.0269347347999	0.0122378932627	0.0852651814525
t	0.00691960595117	0.150035923883	0.776626023258	0.0295735362666	0.0061996489209	0.0306452115842
è	0.00278165226399	0.0529834317943	0.683106607753	0.186854733422	0.0523878640403	0.0218856497614
l	0.00175753126826	0.164068094265	0.447234615918	0.239262519474	0.0812030713468	0.0664741599205
i	0.00141526570552	0.199181616956	0.279785935973	0.350561571491	0.0866235804489	0.0824320166402
è	0.000472248516336	0.0664010989088	0.116724590324	0.671153670497	0.099999103483	0.0452492305467
n	0.000170003153845	0.0221642897319	0.064569887108	0.803586623499	0.073085746161	0.0364233825156
a	6.87748892457e-05	0.00741173317465	0.0377844644027	0.6437035345	0.253029520387	0.0580019348385
t	3.12748780459e-05	0.00247114623767	0.0141164501676	0.581243204833	0.342786830129	0.0593511182795
a	1.87725381036e-05	0.000824284625113	0.00617517812253	0.488480096611	0.405479433376	0.0990222794265
p	2.37516954562e-05	0.00041892993216	0.00239997595418	0.200110280537	0.693721544459	0.103325554476
p	0.144510808063	0.00457558344405	0.0106731528314	0.118996368179	0.680797141486	0.040446946492
è	0.192655881902	0.00582605868868	0.0133410079638	0.10081282406	0.643257373829	0.044106799164
t	0.064218902919	0.00195139732564	0.00481281621793	0.0742405323533	0.678841791276	0.175934499721
o	0.0214063650646	0.000650762895617	0.00176431689254	0.0362547941944	0.437596080425	0.50232764324
</S>	0.0107031840634	0.000325381795299	0.00088286636112	0.0183106057122	0.256484415212	0.71329352162
