 	l	anno	che	viene	devo	mangiare	molti	dolci	</S>
o	0.29584832	0.4445445	0.01212878075	0.0029151282	0.000228651945	0.00091606505	0.003696659178	0.0058515978185	0.233870287152
c	0.182006202433	0.394888213	0.0138762299167	0.0421613784	0.0242213562083	0.04027895305	0.076692767178	0.0959834918185	0.129891420485
h	0.191069156578	0.340108917333	0.00742758740557	0.053630344	0.0321492730051	0.0533432772052	0.101012810903	0.126026355734	0.095232298108
r	0.275763138859	0.567306739111	0.00306522616852	0.0179238870623	0.0107212549812	0.0177836532319	0.0336793115927	0.042010925574	0.0317458872317
ò	0.17750832562	0.76355544637	0.00735345832284	0.0061246635831	0.00365540097087	0.0059527235503	0.0112339435106	0.0140107281279	0.0106053127233
n	0.07094188454	0.88094702879	0.0144375971076	0.00239950096103	0.00141266672362	0.00231335509477	0.00395123010153	0.00518253064463	0.0184142163044
o	0.032013050908	0.64150033293	0.287400098369	0.0120057127203	0.00109345957454	0.00119986822492	0.00153848684384	0.00223686690421	0.0210121529968
k	0.011024741274	0.47544475431	0.438041599456	0.0297285132401	0.00398487239151	0.00792810985497	0.0108924230246	0.0110301901241	0.0119248272276
a	0.00399819467367	0.396413463103	0.468587033152	0.0775114957467	0.0062755641305	0.0102538000517	0.0140481659915	0.0139714171847	0.0089408544092
m	0.00280184643022	0.296183399368	0.547999444384	0.114176541916	0.00889580871017	0.00998313545057	0.0089544149805	0.0073625332049	0.00364281496973
b	0.0299783110101	0.545316399789	0.318092093128	0.0747280866053	0.00793700561872	0.00968932116986	0.00720251333183	0.00514624046357	0.00191001420324
è	0.0377576042567	0.514333076596	0.350268296043	0.0437814575018	0.0399656219216	0.00769290340962	0.00278129591561	0.00207293768312	0.00134684058108
n	0.0140496344389	0.223897510199	0.458296625348	0.0963175318339	0.0664181679739	0.0213941374699	0.0222334211052	0.0266433090277	0.070749685327
n	0.0061157934963	0.1023522424	0.343380091783	0.258811080611	0.0460469309913	0.0249817851566	0.0596701610351	0.0447483610092	0.113893545109
i	0.00219165529007	0.038146119844	0.211343634261	0.447638203537	0.110472587997	0.0496142803855	0.055152163345	0.0253723628364	0.0600689460363
è	0.00073129018659	0.0127299081847	0.0758390913537	0.364715798512	0.396962592666	0.0960356767952	0.0226582841483	0.00871135622547	0.0216159555188
n	0.00027311048413	0.00426752758423	0.0291713207179	0.161555923504	0.588726564222	0.161482052265	0.0255221767494	0.0122173328552	0.0167839826796
a	0.00011984747239	0.00144174391623	0.012509253706	0.0775626779347	0.433674404741	0.383762560755	0.0595227422498	0.0149286629517	0.0164780980932
f	5.42836271433e-05	0.000523415660227	0.004966560502	0.0283657917449	0.243137714914	0.609529920252	0.0824551807499	0.0180200596506	0.0129470762311
à	3.85132300478e-05	0.000245797470076	0.00259987910067	0.0116713318483	0.196908904971	0.602361366751	0.11810690025	0.0474411832169	0.0206262034104
o	1.89357928236e-05	0.000110521655349	0.00108569042809	0.00427879153277	0.137484996257	0.372484115584	0.38116253675	0.0658835370723	0.0374909744701
p	7.87931851553e-06	3.7526010273e-05	0.00036678699423	0.00161458971759	0.0478563092523	0.328027971861	0.523725418917	0.0618140450241	0.0365495048234
o	4.19332629584e-06	1.31845378093e-05	0.000130643814077	0.000574133191863	0.0176646432108	0.303661202454	0.550373546306	0.0954020883414	0.0321763532745
d	6.95870451226e-05	1.28828031548e-05	7.6772868359e-05	0.000247013249954	0.00708793083027	0.182624202651	0.666044928769	0.11485218278	0.0289844483248
d	0.0594688990584	0.00806137460372	0.00153046532745	0.000380290073318	0.00380985427676	0.14851850655	0.689584622923	0.0735090665933	0.0151368596749
h	0.0792020899056	0.0107386376529	0.00202317901248	0.000405334171106	0.00179660117225	0.06114562085	0.625694534308	0.188754537864	0.030239421225
à	0.026402344431	0.00358252804169	0.000712056012093	0.000174527897035	0.000865679387417	0.02549600845	0.405127408103	0.479595232621	0.0580441837417
g	0.00880188767544	0.00122199948295	0.000264068605298	0.000262789805678	0.00206477161247	0.0924709313167	0.368665206034	0.437990034207	0.0882583145806
l	0.00297134720388	0.00095824115765	0.000142687706766	0.000304433841893	0.00240351034149	0.113478008039	0.517511902011	0.217958104736	0.14427176486
i	0.00102676869155	0.000842580327794	7.66404220553e-05	0.000126802765964	0.000808717738043	0.038651447862	0.40018539567	0.324893224912	0.233388424953
c	0.00117255889744	0.0271469921512	0.0129287823188	0.115455083781	0.0710612211662	0.0592694635363	0.170081620223	0.324850556637	0.218033751651
è	0.00122870087715	0.0359318046984	0.0172517329396	0.153916173733	0.0945333525321	0.0665572331454	0.0918741424077	0.423425387212	0.11528149455
a	0.000417119917296	0.0119939633239	0.00578966572294	0.0513259585238	0.0315660722228	0.0226185419505	0.0573470498026	0.530645782404	0.288295845517
</S>	0.000208571129018	0.00599700832663	0.00289494272608	0.025664361472	0.0157831549645	0.0113187543783	0.0388546149013	0.403505191202	0.495773392758
